Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"         231.40","         238.70","         229.65","         236.75","         236.75","       13237","       54518.24","    47773250"
28-Jun-2018,"         231.55","         234.60","         230.20","         231.00","         231.00","       13240","       53762.89","    48630750"
27-Jun-2018,"         234.25","         234.25","         228.85","         230.80","         230.80","        9657","       38890.69","    37779000"
26-Jun-2018,"         230.05","         234.30","         226.85","         232.15","         232.15","       10306","       41730.38","    30544500"
25-Jun-2018,"         231.00","         240.20","         231.00","         232.00","         232.00","        4789","       19719.45","    19482750"
22-Jun-2018,"         228.60","         231.25","         228.35","         230.25","         230.25","        2567","       10327.09","    16471000"
21-Jun-2018,"         229.50","         232.20","         227.35","         230.20","         230.20","        2365","        9571.59","    13042750"
20-Jun-2018,"         227.45","         231.45","         226.00","         230.25","         230.25","        1580","        6350.61","    10115000"
19-Jun-2018,"         230.60","         231.10","         223.45","         225.40","         225.40","        1396","        5541.17","     8881250"
18-Jun-2018,"         236.75","         236.75","         230.10","         233.75","         233.75","        3748","       15337.32","     7491750"
15-Jun-2018,"         242.20","         242.75","         235.50","         239.55","         239.55","         562","        2363.41","     2175250"
14-Jun-2018,"         242.00","         245.35","         241.00","         241.65","         241.65","         663","        2826.21","     2100000"
13-Jun-2018,"         246.00","         246.45","         242.90","         244.40","         244.40","         248","        1061.81","     1379000"
12-Jun-2018,"         247.45","         248.30","         244.75","         246.85","         246.85","         159","         686.19","     1286250"
11-Jun-2018,"         247.70","         249.45","         247.20","         247.65","         247.65","         266","        1155.93","     1261750"
08-Jun-2018,"         248.10","         249.50","         244.05","         248.00","         248.00","         125","         541.60","      971250"
07-Jun-2018,"         250.30","         258.65","         248.35","         249.25","         249.25","         395","        1740.35","      960750"
06-Jun-2018,"         248.70","         250.55","         244.00","         248.50","         248.50","         400","        1739.37","      666750"
05-Jun-2018,"         247.10","         249.50","         244.40","         248.70","         248.70","          55","         238.10","      301000"
04-Jun-2018,"         250.20","         251.55","         246.50","         247.75","         247.75","         145","         631.89","      294000"
01-Jun-2018,"         250.00","         260.80","         249.90","         250.55","         250.55","         172","         767.41","      315000"
