Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"         261.15","         265.60","         259.20","         263.35","         263.35","        2346","       13596.75","    18735200"
28-Jun-2018,"         267.45","         267.45","         257.60","         259.35","         259.35","        4913","       28084.15","    18306200"
27-Jun-2018,"         264.30","         265.65","         261.05","         263.70","         263.70","        3467","       20061.02","    13655400"
26-Jun-2018,"         259.15","         269.45","         258.40","         264.55","         264.55","        3706","       21567.46","     9669000"
25-Jun-2018,"         265.00","         265.20","         257.80","         259.60","         259.60","        2406","       13747.98","     5893800"
22-Jun-2018,"         266.55","         267.15","         263.40","         265.85","         265.85","         805","        4706.21","     3205400"
21-Jun-2018,"         271.75","         273.00","         266.55","         267.45","         267.45","         377","        2237.96","     2211000"
20-Jun-2018,"         273.35","         273.35","         268.50","         271.80","         271.80","         308","        1834.17","     1753400"
19-Jun-2018,"         273.05","         275.40","         272.10","         273.45","         273.45","         342","        2059.46","     1535600"
18-Jun-2018,"         278.30","         279.20","         272.00","         275.25","         275.25","         213","        1292.78","     1192400"
15-Jun-2018,"         285.50","         286.05","         278.50","         280.20","         280.20","         116","         717.12","     1031800"
14-Jun-2018,"         284.60","         287.00","         279.35","         283.75","         283.75","         146","         907.81","      946000"
13-Jun-2018,"         286.60","         288.00","         284.70","         284.95","         284.95","         164","        1031.93","      928400"
12-Jun-2018,"         289.65","         289.65","         284.80","         285.25","         285.25","          60","         378.09","      849200"
11-Jun-2018,"         290.65","         295.00","         288.00","         289.50","         289.50","          55","         352.73","      836000"
08-Jun-2018,"         290.15","         294.20","         288.80","         290.20","         292.80","          40","         256.51","      833800"
07-Jun-2018,"         290.30","         291.40","         288.90","         290.50","         290.50","          26","         165.90","      838200"
06-Jun-2018,"         286.55","         293.00","         286.55","         291.65","         291.65","         122","         783.41","      840400"
05-Jun-2018,"         294.95","         294.95","         285.00","         287.00","         287.00","         122","         773.25","      690800"
04-Jun-2018,"         295.05","         297.70","         293.00","         293.60","         293.60","          41","         265.42","      565400"
01-Jun-2018,"         292.65","         297.25","         291.80","         293.65","         293.65","         234","        1512.70","      545600"
