Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"         283.55","         285.25","         275.60","         280.50","         280.50","         482","        2960.01","     1744600"
28-Jun-2018,"         278.25","         281.45","         271.25","         279.90","         279.90","        1506","        9124.07","     1632400"
27-Jun-2018,"         283.00","         285.40","         276.00","         278.50","         278.50","         321","        1973.91","      781000"
26-Jun-2018,"         278.10","         284.40","         277.70","         282.00","         282.00","         241","        1488.27","      638000"
25-Jun-2018,"         279.00","         279.55","         275.10","         276.95","         276.95","         251","        1532.41","      444400"
22-Jun-2018,"         276.15","         282.70","         274.40","         281.20","         281.20","          67","         412.20","      195800"
21-Jun-2018,"         281.50","         282.60","         277.15","         279.15","         279.15","          40","         246.42","      123200"
20-Jun-2018,"         275.60","         279.30","         275.60","         279.25","         279.25","          55","         335.07","       88000"
19-Jun-2018,"         277.50","         278.30","         277.40","         278.30","         283.90","           4","          24.43","       26400"
18-Jun-2018,"         289.00","         289.00","         283.75","         285.90","         289.15","          10","          62.92","       19800"
15-Jun-2018,"         280.05","         284.50","         280.00","         284.50","         284.50","           3","          18.58","       13200"
14-Jun-2018,"           0.00","           0.00","           0.00","         282.60","         286.15","           0","           0.00","        6600"
13-Jun-2018,"           0.00","           0.00","           0.00","         282.60","         288.50","           0","           0.00","        6600"
12-Jun-2018,"           0.00","           0.00","           0.00","         282.60","         286.55","           0","           0.00","        6600"
11-Jun-2018,"           0.00","           0.00","           0.00","         282.60","         284.90","           0","           0.00","        6600"
08-Jun-2018,"         283.00","         283.00","         282.20","         282.60","         282.60","           2","          12.43","        6600"
07-Jun-2018,"         285.00","         288.90","         285.00","         288.90","         295.20","           2","          12.63","        4400"
06-Jun-2018,"           0.00","           0.00","           0.00","         293.50","         285.95","           0","           0.00","        4400"
05-Jun-2018,"           0.00","           0.00","           0.00","         293.50","         282.50","           0","           0.00","        4400"
04-Jun-2018,"           0.00","           0.00","           0.00","         293.50","         290.90","           0","           0.00","        4400"
01-Jun-2018,"           0.00","           0.00","           0.00","         293.50","         293.00","           0","           0.00","        4400"
