Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"         104.00","         106.95","         103.70","         105.90","         105.90","        2318","        8558.39","    22624000"
28-Jun-2018,"         107.60","         110.15","         102.55","         103.30","         103.30","        5051","       18751.68","    22942500"
27-Jun-2018,"         113.65","         114.20","         108.05","         108.80","         108.80","        3084","       11869.26","    15022000"
26-Jun-2018,"         113.30","         116.65","         112.65","         113.70","         113.70","        2590","       10413.27","    10216500"
25-Jun-2018,"         112.50","         114.90","         111.95","         112.55","         112.55","        1513","        6000.86","     6475000"
22-Jun-2018,"         108.40","         113.70","         107.25","         113.20","         113.20","         675","        2635.91","     3094000"
21-Jun-2018,"         110.25","         110.25","         107.45","         108.30","         108.30","         241","         914.26","     2404500"
20-Jun-2018,"         109.85","         110.55","         108.00","         110.10","         110.10","         342","        1308.34","     2156000"
19-Jun-2018,"         113.90","         114.10","         108.50","         109.75","         109.75","         578","        2231.66","     1571500"
18-Jun-2018,"         115.00","         115.30","         113.40","         114.90","         114.90","         214","         858.76","      945000"
15-Jun-2018,"         115.65","         117.90","         114.55","         115.80","         115.80","         149","         603.72","      525000"
14-Jun-2018,"         120.50","         121.00","         116.80","         117.05","         117.05","          93","         385.00","      420000"
13-Jun-2018,"         120.55","         123.50","         118.70","         121.20","         121.20","          56","         238.78","      283500"
12-Jun-2018,"         119.00","         119.60","         117.50","         118.85","         118.85","          45","         186.21","      255500"
11-Jun-2018,"         119.70","         123.20","         119.70","         120.30","         120.30","          29","         123.59","      276500"
08-Jun-2018,"         117.75","         119.75","         117.75","         119.75","         119.75","          20","          83.28","      252000"
07-Jun-2018,"         118.00","         121.80","         118.00","         120.20","         120.20","          62","         260.48","      248500"
06-Jun-2018,"         113.40","         117.50","         113.40","         117.30","         117.30","          36","         146.20","      192500"
05-Jun-2018,"         118.05","         118.05","         112.15","         114.15","         114.15","          68","         273.84","      192500"
04-Jun-2018,"         126.45","         127.00","         117.00","         118.30","         118.30","          73","         309.69","      140000"
01-Jun-2018,"         132.00","         133.15","         125.65","         126.75","         126.75","          27","         121.83","       77000"
