Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"         122.00","         125.05","         121.70","         124.50","         124.50","         590","        2551.74","     9418500"
28-Jun-2018,"         122.50","         124.85","         120.20","         121.30","         121.30","        2718","       11650.76","     9341500"
27-Jun-2018,"         128.30","         128.95","         122.70","         124.55","         124.55","        2533","       11156.26","     6237000"
26-Jun-2018,"         127.35","         129.75","         127.15","         128.05","         128.05","         879","        3952.70","     4133500"
25-Jun-2018,"         127.45","         129.00","         127.15","         128.05","         128.05","         469","        2102.21","     2919000"
22-Jun-2018,"         128.45","         130.95","         126.70","         128.40","         128.40","         347","        1558.54","     2369500"
21-Jun-2018,"         127.90","         128.55","         125.90","         128.40","         128.40","         162","         721.75","     1823500"
20-Jun-2018,"         128.85","         129.55","         126.75","         127.80","         127.80","         175","         780.16","     1645000"
19-Jun-2018,"         129.50","         130.10","         126.70","         128.25","         128.25","         186","         836.79","     1228500"
18-Jun-2018,"         130.60","         132.50","         127.15","         130.80","         130.80","         127","         575.47","      829500"
15-Jun-2018,"         132.50","         134.00","         129.65","         131.00","         131.00","          81","         370.99","      703500"
14-Jun-2018,"         135.00","         135.00","         132.05","         132.60","         132.60","          66","         307.17","      612500"
13-Jun-2018,"         137.65","         139.05","         135.00","         135.50","         135.50","          35","         167.08","      549500"
12-Jun-2018,"         134.10","         139.25","         134.10","         138.25","         138.25","          13","          62.66","      518000"
11-Jun-2018,"         133.65","         136.65","         133.65","         134.95","         134.95","           8","          37.74","      497000"
08-Jun-2018,"         134.05","         135.40","         133.50","         133.75","         133.75","          11","          51.66","      490000"
07-Jun-2018,"         134.05","         135.10","         131.85","         135.00","         135.00","          22","         102.87","      472500"
06-Jun-2018,"         130.40","         132.75","         130.40","         132.25","         132.25","           8","          36.83","      462000"
05-Jun-2018,"         132.65","         133.30","         130.00","         131.65","         131.65","          22","         100.79","      448000"
04-Jun-2018,"         134.45","         135.10","         132.10","         134.70","         134.70","          47","         220.62","      420000"
01-Jun-2018,"         134.05","         135.35","         128.55","         135.15","         135.15","          91","         428.23","      308000"
