Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"        1073.55","        1111.15","        1072.90","        1104.05","        1104.05","        5003","       40914.93","     1370250"
28-Jun-2018,"        1095.85","        1095.85","        1058.40","        1068.10","        1068.10","        2966","       23749.87","     1164750"
27-Jun-2018,"        1115.20","        1123.75","        1086.30","        1096.40","        1096.40","        1187","        9790.48","      600750"
26-Jun-2018,"        1071.85","        1121.00","        1071.85","        1115.25","        1115.25","         728","        6027.90","      399750"
25-Jun-2018,"        1107.20","        1120.00","        1079.00","        1099.50","        1099.50","         536","        4405.71","      288750"
22-Jun-2018,"        1106.95","        1120.00","        1100.00","        1105.30","        1105.30","         209","        1734.11","      190500"
21-Jun-2018,"        1139.00","        1152.00","        1115.60","        1117.60","        1117.60","         205","        1745.20","      155250"
20-Jun-2018,"        1102.25","        1137.80","        1102.25","        1135.25","        1135.25","         161","        1362.06","      121500"
19-Jun-2018,"        1087.55","        1109.25","        1087.55","        1102.65","        1102.65","         125","        1031.78","       99000"
18-Jun-2018,"        1123.25","        1124.75","        1105.65","        1105.65","        1105.65","         133","        1111.30","       94500"
15-Jun-2018,"        1131.00","        1141.10","        1120.65","        1132.90","        1132.90","          40","         339.22","       60750"
14-Jun-2018,"        1126.90","        1130.00","        1098.60","        1128.30","        1128.30","          33","         275.57","       57000"
13-Jun-2018,"        1132.50","        1140.45","        1118.05","        1122.65","        1122.65","          20","         169.69","       52500"
12-Jun-2018,"        1100.00","        1124.00","        1100.00","        1124.00","        1124.00","          39","         325.44","       46500"
11-Jun-2018,"        1070.00","        1090.00","        1064.25","        1084.80","        1084.80","          18","         145.90","       43500"
08-Jun-2018,"        1077.60","        1088.00","        1071.55","        1072.45","        1072.45","          20","         161.86","       44250"
07-Jun-2018,"        1060.35","        1069.00","        1059.00","        1065.50","        1065.50","          24","         191.26","       40500"
06-Jun-2018,"        1026.65","        1056.00","         972.00","        1049.20","        1049.20","         106","         801.30","       36000"
05-Jun-2018,"        1072.25","        1076.00","        1008.00","        1020.00","        1030.45","          33","         257.36","       36000"
04-Jun-2018,"        1090.00","        1100.40","        1080.00","        1080.00","        1080.00","          14","         115.12","       21000"
01-Jun-2018,"        1118.50","        1118.50","        1111.40","        1111.40","        1120.05","           3","          25.06","       13500"
