Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"          15.65","          15.70","          15.20","          15.35","          15.35","        1089","        7539.71","   264825000"
28-Jun-2018,"          15.50","          15.90","          15.15","          15.30","          15.30","        5517","       38506.34","   257940000"
27-Jun-2018,"          16.10","          16.15","          15.45","          15.65","          15.65","        2506","       17823.85","   162765000"
26-Jun-2018,"          16.10","          16.80","          15.95","          16.35","          16.35","        1588","       11790.45","   110385000"
25-Jun-2018,"          16.10","          16.35","          15.85","          16.05","          16.05","        1450","       10498.77","    80010000"
22-Jun-2018,"          16.05","          16.30","          15.95","          16.15","          16.15","         211","        1531.17","    28530000"
21-Jun-2018,"          15.95","          16.15","          15.75","          16.05","          16.05","         106","         757.67","    24390000"
20-Jun-2018,"          15.85","          16.00","          15.70","          15.90","          15.90","         228","        1623.96","    22770000"
19-Jun-2018,"          15.75","          15.90","          15.50","          15.60","          15.60","         175","        1231.52","    15210000"
18-Jun-2018,"          15.75","          16.40","          15.70","          16.05","          16.05","         106","         755.24","     9225000"
15-Jun-2018,"          16.25","          16.25","          15.70","          15.95","          15.95","          39","         280.94","     7065000"
14-Jun-2018,"          16.30","          16.40","          16.25","          16.30","          16.30","          18","         132.21","     5895000"
13-Jun-2018,"          16.65","          16.65","          16.35","          16.45","          16.45","          55","         406.40","     5310000"
12-Jun-2018,"          16.60","          16.90","          16.50","          16.75","          16.75","          36","         270.81","     4410000"
11-Jun-2018,"          16.40","          16.45","          16.30","          16.30","          16.40","           6","          44.30","     3645000"
08-Jun-2018,"          16.70","          16.80","          16.40","          16.50","          16.50","          14","         104.11","     3375000"
07-Jun-2018,"          16.80","          17.30","          16.70","          17.10","          17.10","          18","         137.97","     3375000"
06-Jun-2018,"          15.80","          16.60","          15.80","          16.60","          16.45","          11","          80.15","     3285000"
05-Jun-2018,"          16.20","          16.30","          15.90","          15.90","          16.10","          11","          79.88","     3105000"
04-Jun-2018,"          16.60","          17.20","          16.35","          16.45","          16.45","          22","         165.13","     2970000"
01-Jun-2018,"          17.85","          17.85","          15.00","          16.85","          16.85","         102","         738.54","     2655000"
