Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"         510.65","         520.30","         505.15","         518.55","         518.55","        4762","       24348.09","     4924000"
28-Jun-2018,"         521.40","         527.85","         494.70","         501.25","         501.25","        6842","       35075.65","     4740000"
27-Jun-2018,"         524.90","         532.80","         515.70","         523.20","         523.20","        4551","       23794.16","     3329000"
26-Jun-2018,"         506.65","         527.00","         490.45","         523.65","         523.65","        3583","       18255.95","     1930000"
25-Jun-2018,"         516.00","         521.40","         509.00","         513.50","         513.50","         947","        4870.29","      925000"
22-Jun-2018,"         516.10","         521.95","         509.55","         518.50","         518.50","         296","        1526.13","      524000"
21-Jun-2018,"         524.50","         524.50","         514.00","         515.75","         515.75","         317","        1648.22","      469000"
20-Jun-2018,"         516.80","         525.30","         516.40","         522.75","         522.75","         103","         537.94","      329000"
19-Jun-2018,"         518.75","         521.60","         510.95","         513.85","         513.85","         392","        2023.21","      332000"
18-Jun-2018,"         522.00","         526.00","         517.00","         522.15","         522.15","          63","         329.10","      191000"
15-Jun-2018,"         529.90","         529.90","         519.00","         522.10","         522.10","          65","         340.12","      173000"
14-Jun-2018,"         529.10","         531.10","         528.25","         528.75","         528.75","          33","         174.82","      147000"
13-Jun-2018,"         536.50","         541.20","         525.00","         529.10","         529.10","          89","         473.15","      122000"
12-Jun-2018,"         528.35","         536.00","         524.00","         535.45","         535.45","          77","         407.67","       95000"
11-Jun-2018,"         535.00","         539.95","         526.30","         527.90","         527.90","          26","         138.39","       79000"
08-Jun-2018,"         522.00","         535.90","         519.30","         533.60","         533.60","          32","         169.06","       72000"
07-Jun-2018,"         534.25","         534.30","         526.50","         527.55","         527.55","          50","         264.46","       75000"
06-Jun-2018,"         514.00","         533.30","         510.40","         531.30","         531.30","          66","         346.66","       70000"
05-Jun-2018,"         536.00","         536.00","         516.80","         517.55","         517.55","          24","         126.24","       55000"
04-Jun-2018,"         537.30","         542.10","         534.00","         535.75","         535.75","          40","         214.39","       46000"
01-Jun-2018,"         542.45","         542.45","         534.00","         537.05","         537.05","          25","         134.30","       39000"
