Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
29-Jun-2018,"         661.20","         663.10","         622.60","         643.75","         643.75","       17633","      135589.80","    17343600"
28-Jun-2018,"         701.35","         708.20","         650.00","         654.95","         654.95","       12411","      100382.28","    16374000"
27-Jun-2018,"         682.75","         707.00","         680.55","         704.40","         704.40","        6730","       56330.87","    12482400"
26-Jun-2018,"         686.00","         688.70","         671.05","         678.15","         678.15","        5630","       45921.30","     9182400"
25-Jun-2018,"         684.20","         688.20","         679.40","         684.75","         684.75","        2061","       16889.06","     3656400"
22-Jun-2018,"         674.45","         681.80","         670.15","         680.80","         680.80","         327","        2654.78","     1956000"
21-Jun-2018,"         683.20","         692.00","         673.35","         675.55","         675.55","        1032","        8479.64","     1874400"
20-Jun-2018,"         689.25","         689.25","         680.00","         681.75","         681.75","         462","        3782.47","     1166400"
19-Jun-2018,"         699.25","         702.00","         686.00","         687.05","         687.05","         177","        1468.99","      781200"
18-Jun-2018,"         701.35","         703.30","         693.00","         700.75","         700.75","         108","         904.94","      688800"
15-Jun-2018,"         692.65","         700.10","         687.00","         696.35","         696.35","         136","        1134.86","      657600"
14-Jun-2018,"         707.40","         707.40","         682.20","         690.10","         690.10","         233","        1926.95","      660000"
13-Jun-2018,"         705.00","         707.35","         699.00","         706.30","         706.30","          76","         642.44","      525600"
12-Jun-2018,"         707.35","         708.25","         698.95","         701.15","         701.15","         152","        1280.78","      495600"
11-Jun-2018,"         703.00","         713.25","         698.00","         706.00","         706.00","         124","        1050.81","      393600"
08-Jun-2018,"         706.70","         711.75","         697.05","         697.90","         697.90","          54","         455.12","      301200"
07-Jun-2018,"         685.05","         694.35","         675.80","         693.00","         693.00","         128","        1049.40","      292800"
06-Jun-2018,"         695.40","         695.40","         677.60","         684.20","         684.20","         146","        1196.98","      248400"
05-Jun-2018,"         697.00","         704.35","         689.75","         693.00","         693.00","          33","         276.02","      153600"
04-Jun-2018,"         694.75","         707.75","         690.65","         691.15","         691.15","          59","         495.70","      160800"
01-Jun-2018,"         712.05","         712.05","         692.00","         693.95","         693.95","          60","         505.34","      154800"
