







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         846.00,         858.95,         820.00,         853.25,         853.25,        5435,       27362.11,     2107200
24-Sep-2018,         886.95,         893.55,         852.10,         863.90,         863.90,        3659,       19059.10,     2930400
21-Sep-2018,         878.95,         902.45,         836.35,         894.80,         894.80,        4517,       23765.44,     3454800
19-Sep-2018,         864.95,         874.00,         849.05,         870.40,         870.40,        3031,       15720.80,     3570600
18-Sep-2018,         896.90,         901.60,         857.25,         863.20,         863.20,        2184,       11489.64,     3652200
17-Sep-2018,         886.95,         908.00,         879.95,         892.90,         892.90,        2269,       12160.22,     3642600
14-Sep-2018,         904.80,         922.00,         881.20,         891.15,         891.15,        4240,       22922.19,     3682800
12-Sep-2018,         894.60,         895.00,         867.75,         886.95,         886.95,        4167,       22039.74,     3554400
11-Sep-2018,         903.75,         917.00,         891.00,         898.15,         898.15,        4043,       21975.79,     3780000
10-Sep-2018,         911.75,         914.50,         892.15,         895.05,         895.05,        2443,       13221.49,     3940800
07-Sep-2018,         893.55,         928.05,         888.25,         919.00,         919.00,        4702,       25860.82,     3965400
06-Sep-2018,         880.80,         902.00,         874.00,         889.85,         889.85,        4569,       24367.99,     3954000
05-Sep-2018,         916.00,         923.95,         872.05,         876.70,         876.70,        5190,       27754.80,     4047600
04-Sep-2018,         937.00,         948.60,         906.35,         911.60,         911.60,        4640,       25754.19,     3919200
03-Sep-2018,         943.25,         962.70,         940.00,         951.90,         951.90,        2554,       14586.77,     3785400
31-Aug-2018,         948.20,         960.00,         930.45,         934.70,         934.70,        3285,       18600.01,     3922800
30-Aug-2018,         961.60,         961.60,         921.55,         945.75,         945.75,        6347,       35581.45,     3859200
29-Aug-2018,        1022.60,        1022.60,         962.60,         967.55,         967.55,        4501,       26534.30,     3483000
28-Aug-2018,        1044.00,        1046.80,        1016.20,        1022.80,        1022.80,        3815,       23568.58,     2310000
