







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,        2384.35,        2434.85,        2361.15,        2424.50,        2424.50,         876,        6302.28,      288000
24-Sep-2018,        2447.10,        2461.25,        2401.60,        2411.55,        2411.55,         456,        3309.61,      353100
21-Sep-2018,        2551.30,        2561.50,        2469.25,        2488.80,        2488.80,         785,        5936.26,      396300
19-Sep-2018,        2624.80,        2624.80,        2526.05,        2551.40,        2551.40,         372,        2844.16,      416100
18-Sep-2018,        2639.95,        2658.95,        2567.20,        2577.75,        2577.75,         572,        4462.24,      418800
17-Sep-2018,        2645.00,        2675.05,        2628.10,        2646.20,        2646.20,         366,        2909.38,      422100
14-Sep-2018,        2591.10,        2708.00,        2591.10,        2698.30,        2698.30,         908,        7280.42,      421800
12-Sep-2018,        2536.35,        2600.00,        2485.05,        2583.65,        2583.65,         668,        5087.60,      426300
11-Sep-2018,        2583.40,        2590.00,        2520.00,        2536.35,        2536.35,         284,        2177.85,      423900
10-Sep-2018,        2536.25,        2594.25,        2536.25,        2577.20,        2577.20,         421,        3254.28,      426600
07-Sep-2018,        2554.00,        2589.90,        2513.55,        2580.55,        2580.55,         372,        2856.90,      436800
06-Sep-2018,        2584.00,        2627.70,        2520.00,        2552.10,        2552.10,         393,        3019.55,      435900
05-Sep-2018,        2547.30,        2574.00,        2466.05,        2565.40,        2565.40,         566,        4284.91,      434400
04-Sep-2018,        2585.60,        2590.45,        2510.80,        2536.50,        2536.50,         771,        5898.57,      437400
03-Sep-2018,        2694.90,        2695.00,        2590.65,        2602.55,        2602.55,         494,        3929.09,      449400
31-Aug-2018,        2666.95,        2679.00,        2619.85,        2641.05,        2641.05,         502,        3994.52,      453900
30-Aug-2018,        2635.45,        2678.00,        2622.70,        2672.20,        2672.20,         907,        7238.49,      445200
29-Aug-2018,        2717.45,        2735.45,        2635.10,        2643.55,        2643.55,        1109,        8894.54,      338700
28-Aug-2018,        2759.55,        2759.55,        2715.45,        2732.65,        2732.65,         428,        3515.45,      173100
