







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         227.15,         227.50,         219.85,         224.75,         224.75,        1526,       10242.87,     9735000
24-Sep-2018,         229.70,         236.20,         221.40,         227.05,         227.05,        1630,       11154.84,    10668000
21-Sep-2018,         236.25,         238.75,         227.25,         236.00,         236.00,        1641,       11583.03,    11973000
19-Sep-2018,         233.90,         237.70,         230.55,         234.65,         234.65,        1054,        7389.88,    12108000
18-Sep-2018,         239.00,         240.10,         230.40,         231.70,         231.70,        1123,        7932.43,    12336000
17-Sep-2018,         241.00,         241.00,         235.90,         238.15,         238.15,         868,        6207.89,    12396000
14-Sep-2018,         241.00,         245.15,         240.40,         243.20,         243.20,        1104,        8033.37,    12600000
12-Sep-2018,         240.45,         241.65,         234.40,         239.25,         239.25,        1316,        9395.23,    13272000
11-Sep-2018,         245.30,         247.20,         239.70,         240.50,         240.50,        1548,       11340.24,    13002000
10-Sep-2018,         243.00,         245.70,         243.00,         244.30,         244.30,        1556,       11408.21,    13479000
07-Sep-2018,         237.00,         244.65,         237.00,         243.05,         243.05,        1044,        7569.00,    14217000
06-Sep-2018,         239.70,         241.70,         236.25,         238.70,         238.70,        1323,        9481.81,    14265000
05-Sep-2018,         232.25,         236.40,         232.10,         235.90,         235.90,        1195,        8413.06,    14559000
04-Sep-2018,         236.80,         239.60,         231.40,         233.70,         233.70,        1266,        8913.36,    14247000
03-Sep-2018,         245.20,         245.25,         238.40,         239.25,         239.25,        1175,        8526.39,    14463000
31-Aug-2018,         237.90,         246.55,         237.45,         244.85,         244.85,        2992,       21767.06,    14919000
30-Aug-2018,         229.30,         238.20,         229.30,         237.15,         237.15,        3524,       24940.06,    15771000
29-Aug-2018,         228.00,         232.00,         226.80,         230.25,         230.25,        2175,       14976.98,    11889000
28-Aug-2018,         230.95,         233.85,         228.20,         228.95,         228.95,        1465,       10184.53,     7200000
