







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         888.55,         903.00,         870.70,         894.80,         894.80,        4370,       21352.76,     4109050
24-Sep-2018,         948.45,         949.20,         886.15,         895.20,         895.20,        3975,       19905.91,     4941750
21-Sep-2018,         988.00,         990.40,         832.00,         943.20,         943.20,        6112,       31576.88,     5520900
19-Sep-2018,         993.65,         997.00,         974.15,         978.30,         978.30,        1962,       10623.09,     6165500
18-Sep-2018,        1005.80,        1013.80,         981.55,         985.00,         985.00,        2077,       11365.90,     6172100
17-Sep-2018,         983.00,        1016.35,         978.75,        1004.65,        1004.65,        3344,       18428.43,     6186950
14-Sep-2018,         987.95,         998.60,         981.60,         993.65,         993.65,        2344,       12790.06,     6179800
12-Sep-2018,         984.05,         988.60,         965.25,         979.90,         979.90,        2468,       13281.44,     6036800
11-Sep-2018,        1008.00,        1013.00,         978.30,         985.65,         985.65,        2125,       11625.32,     5872350
10-Sep-2018,        1011.15,        1024.10,         996.70,        1003.20,        1003.20,        2588,       14352.78,     5987850
07-Sep-2018,        1025.90,        1027.80,        1007.25,        1018.80,        1018.80,        2692,       15097.78,     5974650
06-Sep-2018,         998.65,        1035.50,         991.45,        1024.25,        1024.25,        5945,       33161.36,     5909750
05-Sep-2018,        1003.80,        1008.30,         969.10,         997.55,         997.55,        3680,       19975.44,     5648500
04-Sep-2018,        1025.10,        1044.40,         987.20,         996.45,         996.45,        6796,       38152.36,     5599000
03-Sep-2018,        1028.25,        1044.30,         993.20,        1023.40,        1023.40,        5581,       31490.56,     5439500
31-Aug-2018,        1011.45,        1019.50,         991.40,        1003.60,        1003.60,        2808,       15480.58,     5231600
30-Aug-2018,        1004.85,        1035.20,        1004.85,        1011.25,        1011.25,        7711,       43156.44,     5236550
29-Aug-2018,         999.35,        1014.00,         992.00,         994.60,         994.60,        4056,       22327.52,     3874200
28-Aug-2018,        1004.55,        1011.95,         992.05,         996.60,         996.60,        2149,       11813.59,     2442550
