







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         937.40,         945.90,         908.80,         937.45,         937.45,        1192,        5526.63,     1030000
24-Sep-2018,         930.10,         932.50,         912.20,         919.75,         919.75,        1217,        5608.70,     1266000
21-Sep-2018,         976.90,         976.90,         886.25,         927.80,         927.80,        1556,        7341.26,     1554500
19-Sep-2018,         972.30,         982.30,         959.80,         964.95,         964.95,        1079,        5230.81,     1700000
18-Sep-2018,         959.25,         988.00,         958.00,         967.00,         967.00,         980,        4774.49,     1766500
17-Sep-2018,         950.90,         989.05,         950.90,         981.15,         981.15,        1552,        7546.91,     1756500
14-Sep-2018,         959.50,         972.45,         948.00,         960.40,         960.40,        1958,        9386.56,     1772000
12-Sep-2018,         952.50,         964.00,         941.50,         949.65,         949.65,        1186,        5638.58,     1663500
11-Sep-2018,         981.00,         992.75,         952.15,         957.30,         957.30,        1101,        5371.52,     1624000
10-Sep-2018,         986.05,         992.00,         972.50,         979.50,         979.50,         587,        2882.19,     1553000
07-Sep-2018,         999.50,        1002.80,         979.20,         994.40,         994.40,        1072,        5306.14,     1515000
06-Sep-2018,         995.10,        1006.00,         975.65,        1002.45,        1002.45,         944,        4685.78,     1495000
05-Sep-2018,         983.15,         995.50,         961.00,         991.15,         991.15,         996,        4869.30,     1491000
04-Sep-2018,        1019.80,        1020.00,         976.40,         983.50,         983.50,        1328,        6594.11,     1483000
03-Sep-2018,        1027.35,        1031.75,        1010.10,        1014.90,        1014.90,         687,        3516.65,     1427500
31-Aug-2018,        1009.55,        1028.45,        1002.00,        1023.60,        1023.60,        1272,        6457.58,     1425000
30-Aug-2018,        1025.30,        1036.00,        1009.10,        1012.75,        1012.75,        1894,        9627.76,     1455500
29-Aug-2018,        1037.05,        1045.00,        1028.00,        1031.50,        1031.50,        1414,        7331.57,     1000000
28-Aug-2018,        1040.50,        1043.50,        1028.10,        1033.90,        1033.90,         757,        3915.93,      665000
