







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,        7756.00,        8023.80,        7701.05,        8007.35,        8007.35,       24981,      148118.02,     1883100
24-Sep-2018,        8069.95,        8073.60,        7616.60,        7802.20,        7802.20,       24970,      145847.05,     2270250
21-Sep-2018,        8280.00,        8350.00,        7600.30,        8057.20,        8057.20,       31965,      194789.59,     2646900
19-Sep-2018,        8431.00,        8461.45,        8231.85,        8248.30,        8248.30,       18225,      113803.24,     2813925
18-Sep-2018,        8536.95,        8604.90,        8404.00,        8420.15,        8420.15,       12080,       77042.85,     2778000
17-Sep-2018,        8590.00,        8674.90,        8525.00,        8545.55,        8545.55,       11005,       70848.55,     2791725
14-Sep-2018,        8610.20,        8725.00,        8606.15,        8662.50,        8662.50,       11039,       71858.82,     2775000
12-Sep-2018,        8538.10,        8582.40,        8431.65,        8540.20,        8540.20,       12868,       82142.19,     2830200
11-Sep-2018,        8709.00,        8737.45,        8515.00,        8544.20,        8544.20,       12183,       78908.07,     2836950
10-Sep-2018,        8733.60,        8788.25,        8674.05,        8693.35,        8693.35,       11837,       77343.46,     2907750
07-Sep-2018,        8809.95,        8825.00,        8690.00,        8772.75,        8772.75,       15582,      102354.44,     2826525
06-Sep-2018,        8998.95,        8999.00,        8788.00,        8815.50,        8815.50,       14344,       95322.02,     2771775
05-Sep-2018,        8930.10,        8983.05,        8840.30,        8944.75,        8944.75,       12339,       82414.66,     2572500
04-Sep-2018,        8875.00,        9049.95,        8875.00,        8918.20,        8918.20,       14819,       99578.53,     2534625
03-Sep-2018,        9185.00,        9185.00,        8933.00,        8968.75,        8968.75,       17747,      120358.87,     2551875
31-Aug-2018,        9261.00,        9308.00,        9150.10,        9168.45,        9168.45,       11987,       82841.76,     2379675
30-Aug-2018,        9400.05,        9400.05,        9256.15,        9276.20,        9276.20,       18074,      126333.80,     2276175
29-Aug-2018,        9340.65,        9509.90,        9340.65,        9419.95,        9419.95,       13274,       94049.67,     1583625
28-Aug-2018,        9300.80,        9475.80,        9260.20,        9470.20,        9470.20,        9896,       69953.94,      887775
