







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         103.00,         105.90,          95.50,          99.80,          99.80,        2025,       10190.48,     5105000
24-Sep-2018,         108.90,         108.95,         101.00,         103.35,         103.35,        1672,        8670.07,    10195000
21-Sep-2018,         115.05,         118.15,         101.10,         107.70,         107.70,        1979,       10935.20,    12780000
19-Sep-2018,         114.00,         116.20,         110.00,         112.20,         112.20,        1447,        8159.86,    14475000
18-Sep-2018,         119.00,         121.70,         109.60,         112.35,         112.35,        2477,       14542.47,    14825000
17-Sep-2018,         118.50,         119.55,         115.70,         117.30,         117.30,        1209,        7099.10,    15100000
14-Sep-2018,         110.00,         120.00,         108.50,         119.50,         119.50,        3036,       17580.53,    15570000
12-Sep-2018,         114.00,         114.00,         106.05,         108.00,         108.00,        2295,       12445.11,    14845000
11-Sep-2018,         120.60,         120.70,         114.40,         114.90,         114.90,         960,        5628.11,    14760000
10-Sep-2018,         121.00,         123.95,         119.20,         119.90,         119.90,        1174,        7116.58,    14765000
07-Sep-2018,         121.90,         123.05,         119.25,         121.95,         121.95,        2201,       13347.50,    15260000
06-Sep-2018,         115.20,         122.30,         115.00,         121.65,         121.65,        3982,       23899.72,    15420000
05-Sep-2018,         112.30,         114.60,         110.70,         113.60,         113.60,        1217,        6867.04,    14055000
04-Sep-2018,         115.00,         115.50,         110.30,         112.55,         112.55,         897,        5076.43,    12995000
03-Sep-2018,         117.35,         118.70,         114.65,         115.35,         115.35,         950,        5566.67,    13135000
31-Aug-2018,         113.85,         118.75,         113.85,         116.50,         116.50,        1451,        8464.17,    13235000
30-Aug-2018,         112.65,         115.20,         111.00,         113.50,         113.50,        1195,        6744.77,    13045000
29-Aug-2018,         114.70,         116.30,         112.80,         113.30,         113.30,         816,        4667.34,    11275000
28-Aug-2018,         115.30,         116.35,         113.10,         115.15,         115.15,        1249,        7147.15,    10055000
