







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         599.65,         610.85,         595.85,         604.70,         604.70,         547,        4953.40,      483000
24-Sep-2018,         583.10,         605.35,         581.55,         600.80,         600.80,         644,        5722.28,      618000
21-Sep-2018,         622.55,         623.85,         585.00,         599.25,         599.25,         788,        7142.80,      795000
19-Sep-2018,         624.85,         626.20,         608.10,         620.85,         620.85,        1542,       14285.42,      901500
18-Sep-2018,         649.40,         652.90,         616.60,         620.35,         620.35,        1490,       14224.68,      952500
17-Sep-2018,         631.15,         654.50,         629.25,         648.05,         648.05,        1935,       18768.58,      964500
14-Sep-2018,         626.10,         637.60,         625.05,         635.15,         635.15,         689,        6547.11,      819000
12-Sep-2018,         618.95,         625.55,         604.40,         623.40,         623.40,        1032,        9538.80,      823500
11-Sep-2018,         647.35,         647.35,         607.15,         614.65,         614.65,        1215,       11397.51,      924000
10-Sep-2018,         640.80,         650.50,         638.50,         640.40,         640.40,         521,        5035.36,      924000
07-Sep-2018,         638.50,         646.20,         631.30,         644.60,         644.60,         632,        6061.17,      960000
06-Sep-2018,         642.00,         645.05,         631.30,         638.00,         638.00,         786,        7525.97,      939000
05-Sep-2018,         630.95,         642.95,         629.35,         639.40,         639.40,         959,        9150.97,      934500
04-Sep-2018,         642.70,         651.30,         625.90,         628.30,         628.30,        1120,       10722.64,      918000
03-Sep-2018,         648.10,         655.85,         642.70,         644.00,         644.00,         504,        4908.97,      981000
31-Aug-2018,         643.55,         663.50,         643.55,         647.60,         647.60,        1798,       17645.87,     1024500
30-Aug-2018,         641.25,         647.75,         638.20,         644.20,         644.20,         723,        6965.69,      945000
29-Aug-2018,         642.55,         648.00,         640.15,         641.05,         641.05,         407,        3928.79,      675000
28-Aug-2018,         643.55,         650.50,         639.50,         641.00,         641.00,         411,        3964.39,      511500
