







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,          27.75,          28.05,          26.20,          27.00,          27.00,        1729,        6085.22,    24076000
24-Sep-2018,          29.20,          29.45,          27.20,          27.75,          27.75,        2469,        9005.91,    28730000
21-Sep-2018,          31.75,          32.00,          28.30,          29.30,          29.30,        3156,       12510.70,    38792000
19-Sep-2018,          33.55,          33.60,          31.20,          31.50,          31.50,        2951,       12467.69,    43173000
18-Sep-2018,          35.00,          35.35,          33.15,          33.40,          33.40,        1476,        6519.59,    52117000
17-Sep-2018,          34.30,          35.60,          34.30,          35.05,          35.05,         711,        3240.11,    51467000
14-Sep-2018,          34.75,          35.40,          34.70,          35.00,          35.00,         818,        3727.20,    51207000
12-Sep-2018,          35.30,          35.35,          33.70,          34.60,          34.60,        1239,        5545.20,    50115000
11-Sep-2018,          36.15,          36.60,          35.15,          35.30,          35.30,         919,        4294.41,    49036000
10-Sep-2018,          36.70,          37.60,          35.70,          36.05,          36.05,        1544,        7343.61,    49192000
07-Sep-2018,          35.20,          37.65,          34.95,          36.90,          36.90,        1946,        9289.75,    50271000
06-Sep-2018,          35.80,          36.10,          34.85,          35.40,          35.40,        1030,        4745.77,    50115000
05-Sep-2018,          35.05,          35.60,          33.80,          35.55,          35.55,        2097,        9512.76,    50518000
04-Sep-2018,          38.10,          38.20,          34.75,          35.05,          35.05,        2403,       11336.08,    51441000
03-Sep-2018,          39.65,          39.65,          37.50,          38.10,          38.10,        2404,       12050.16,    48490000
31-Aug-2018,          36.45,          38.35,          35.90,          37.95,          37.95,        2979,       14436.35,    48373000
30-Aug-2018,          35.20,          38.25,          34.70,          36.85,          36.85,        4542,       21680.40,    49010000
29-Aug-2018,          33.55,          35.80,          33.50,          34.85,          34.85,        2168,        9784.29,    40820000
28-Aug-2018,          34.05,          34.05,          33.35,          33.70,          33.70,        1106,        4839.97,    32539000
