







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,        1090.00,        1111.15,        1080.60,        1102.05,        1102.05,        1006,        7735.94,     1090600
24-Sep-2018,        1110.85,        1123.50,        1090.00,        1093.95,        1093.95,        1005,        7758.10,     1321600
21-Sep-2018,        1122.60,        1133.50,        1087.90,        1109.30,        1109.30,        1541,       12045.42,     1438500
19-Sep-2018,        1125.65,        1133.60,        1105.95,        1118.20,        1118.20,         541,        4238.04,     1610700
18-Sep-2018,        1118.40,        1138.45,        1112.60,        1123.05,        1123.05,        1439,       11350.43,     1654800
17-Sep-2018,        1119.95,        1124.20,        1113.30,        1118.30,        1118.30,         399,        3123.77,     1631700
14-Sep-2018,        1118.00,        1146.60,        1116.25,        1127.30,        1127.30,        1031,        8175.88,     1586900
12-Sep-2018,        1105.05,        1123.95,        1088.00,        1114.45,        1114.45,        1093,        8459.28,     1713600
11-Sep-2018,        1136.25,        1136.30,        1096.75,        1100.15,        1100.15,         697,        5429.30,     1615600
10-Sep-2018,        1141.85,        1150.10,        1131.30,        1134.05,        1134.05,         442,        3522.87,     1628200
07-Sep-2018,        1146.10,        1155.45,        1141.20,        1146.80,        1146.80,         440,        3535.67,     1609300
06-Sep-2018,        1140.60,        1164.90,        1140.15,        1144.10,        1144.10,        1013,        8164.84,     1612100
05-Sep-2018,        1143.55,        1160.30,        1128.95,        1145.25,        1145.25,        1262,       10103.64,     1688400
04-Sep-2018,        1184.10,        1185.25,        1141.40,        1147.55,        1147.55,        1505,       12220.74,     1801100
03-Sep-2018,        1172.55,        1206.15,        1172.55,        1182.35,        1182.35,        2168,       18085.49,     1855000
31-Aug-2018,        1158.95,        1183.00,        1157.05,        1175.95,        1175.95,         961,        7886.97,     1945300
30-Aug-2018,        1157.05,        1165.00,        1156.65,        1160.45,        1160.45,        1928,       15662.45,     1960000
29-Aug-2018,        1156.60,        1165.45,        1151.00,        1157.45,        1157.45,        1053,        8546.72,     1117900
28-Aug-2018,        1167.75,        1173.25,        1157.10,        1161.05,        1161.05,         584,        4772.24,      588700
