







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         222.25,         228.35,         213.35,         226.40,         226.40,       13828,       69141.04,    18551250
24-Sep-2018,         236.50,         236.55,         221.00,         223.65,         223.65,       14957,       76761.68,    22342500
21-Sep-2018,         236.90,         246.60,         217.80,         235.00,         235.00,       22774,      122234.05,    29517750
19-Sep-2018,         232.75,         238.50,         228.80,         233.60,         233.60,       12331,       64966.29,    32717250
18-Sep-2018,         239.15,         244.45,         228.30,         229.70,         229.70,       14841,       78902.85,    33471000
17-Sep-2018,         233.25,         242.60,         230.25,         238.85,         238.85,       15022,       80441.18,    34389000
14-Sep-2018,         229.40,         239.60,         229.00,         234.70,         234.70,       17579,       93137.74,    33149250
12-Sep-2018,         216.40,         227.10,         210.75,         225.70,         225.70,       14326,       70642.19,    31680000
11-Sep-2018,         220.20,         229.20,         215.65,         217.40,         217.40,       16553,       83142.02,    31140000
10-Sep-2018,         222.20,         227.70,         217.65,         219.90,         219.90,        9110,       45614.29,    31871250
07-Sep-2018,         212.30,         222.00,         209.65,         221.10,         221.10,       11030,       53954.30,    31122000
06-Sep-2018,         213.00,         217.30,         211.00,         212.95,         212.95,        5739,       27640.07,    29479500
05-Sep-2018,         210.25,         214.35,         204.35,         213.35,         213.35,       10273,       48520.36,    29247750
04-Sep-2018,         222.80,         224.80,         209.50,         211.15,         211.15,       10792,       51946.66,    29144250
03-Sep-2018,         223.05,         226.30,         220.65,         222.00,         222.00,        8028,       40366.24,    30381750
31-Aug-2018,         222.65,         226.50,         217.80,         222.25,         222.25,        8929,       44648.16,    30267000
30-Aug-2018,         219.00,         229.20,         216.80,         224.40,         224.40,       12931,       65089.69,    30543750
29-Aug-2018,         210.45,         224.00,         208.65,         218.95,         218.95,        9861,       48624.72,    24657750
28-Aug-2018,         209.40,         211.45,         205.65,         210.45,         210.45,        6523,       30589.97,    17790750
