







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,          38.50,          38.95,          36.75,          38.05,          38.05,        7358,       30585.23,    69377000
24-Sep-2018,          40.45,          40.45,          38.25,          38.75,          38.75,        7655,       32892.57,    88319000
21-Sep-2018,          43.75,          44.00,          39.15,          40.45,          40.45,        6617,       29816.44,   115346000
19-Sep-2018,          44.00,          44.15,          42.90,          43.50,          43.50,        1952,        9352.04,   122067000
18-Sep-2018,          44.60,          45.10,          43.50,          44.05,          44.05,        3380,       16521.08,   122485000
17-Sep-2018,          44.75,          45.20,          44.25,          44.40,          44.40,        2167,       10639.50,   122342000
14-Sep-2018,          43.95,          45.20,          43.80,          45.00,          45.00,        1697,        8342.32,   121110000
12-Sep-2018,          43.95,          44.05,          42.70,          43.80,          43.80,        2389,       11394.40,   122738000
11-Sep-2018,          45.15,          45.30,          43.80,          44.00,          44.00,        1632,        8004.10,   124102000
10-Sep-2018,          45.75,          45.95,          44.80,          44.95,          44.95,        1406,        7002.19,   122870000
07-Sep-2018,          45.00,          46.40,          44.55,          46.00,          46.00,        2114,       10626.06,   122804000
06-Sep-2018,          45.40,          45.55,          44.55,          45.20,          45.20,        2255,       11176.52,   121616000
05-Sep-2018,          44.95,          45.75,          43.85,          45.15,          45.15,        2185,       10767.05,   120032000
04-Sep-2018,          47.90,          48.15,          44.85,          45.30,          45.30,        3570,       18163.62,   119812000
03-Sep-2018,          47.95,          49.20,          47.80,          48.20,          48.20,        1779,        9501.63,   121396000
31-Aug-2018,          48.75,          49.70,          47.45,          47.95,          47.95,        3257,       17327.48,   122166000
30-Aug-2018,          48.70,          49.50,          48.40,          48.85,          48.85,        7413,       39938.65,   127886000
29-Aug-2018,          47.75,          49.10,          47.45,          48.55,          48.55,        6478,       34703.59,   101431000
28-Aug-2018,          47.80,          48.00,          47.10,          47.70,          47.70,        3193,       16721.50,    64196000
