







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,          16.80,          17.25,          16.25,          16.85,          16.85,        1809,       13689.77,   173070000
24-Sep-2018,          16.50,          17.50,          16.05,          16.65,          16.65,        2591,       19681.79,   189810000
21-Sep-2018,          17.80,          18.00,          15.15,          16.30,          16.30,        2056,       15389.87,   226260000
19-Sep-2018,          17.95,          18.20,          17.65,          17.80,          17.80,         658,        5296.52,   230445000
18-Sep-2018,          18.55,          18.70,          17.60,          17.75,          17.75,         787,        6405.03,   230265000
17-Sep-2018,          18.50,          19.05,          18.20,          18.55,          18.55,         687,        5764.16,   232020000
14-Sep-2018,          18.25,          18.70,          18.20,          18.65,          18.65,         599,        4980.65,   228915000
12-Sep-2018,          18.25,          18.25,          17.50,          18.15,          18.15,         859,        6914.59,   229005000
11-Sep-2018,          18.75,          19.05,          18.05,          18.15,          18.15,         749,        6235.61,   229005000
10-Sep-2018,          19.30,          19.55,          18.60,          18.75,          18.75,         879,        7529.11,   230355000
07-Sep-2018,          19.30,          19.70,          19.05,          19.55,          19.55,        1078,        9378.61,   231030000
06-Sep-2018,          19.60,          19.85,          19.20,          19.40,          19.40,         765,        6700.97,   230445000
05-Sep-2018,          19.40,          19.80,          18.85,          19.70,          19.70,        1616,       14099.78,   230940000
04-Sep-2018,          20.45,          20.50,          19.10,          19.40,          19.40,        1841,       16318.80,   230085000
03-Sep-2018,          21.25,          21.65,          20.20,          20.40,          20.40,        2097,       19813.05,   231570000
31-Aug-2018,          20.15,          21.45,          19.90,          21.30,          21.30,        2375,       22145.85,   232110000
30-Aug-2018,          19.85,          20.40,          19.70,          20.20,          20.20,        4076,       36966.94,   224955000
29-Aug-2018,          19.10,          20.15,          19.05,          20.00,          20.00,        2498,       22022.44,   169650000
28-Aug-2018,          19.40,          19.50,          18.75,          19.25,          19.25,        1885,       16283.03,   107055000
