







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,          73.60,          75.55,          72.35,          75.15,          75.15,        6112,       54417.18,    52236000
24-Sep-2018,          76.30,          76.80,          72.90,          73.30,          73.30,        5379,       48128.85,    62652000
21-Sep-2018,          78.60,          81.00,          70.45,          76.20,          76.20,        9882,       92518.78,    73884000
19-Sep-2018,          76.85,          79.75,          76.60,          77.60,          77.60,        5001,       46916.21,    73464000
18-Sep-2018,          78.45,          79.30,          75.70,          76.20,          76.20,        3801,       35294.99,    74148000
17-Sep-2018,          77.60,          79.25,          76.50,          78.50,          78.50,        4016,       37689.55,    74064000
14-Sep-2018,          76.20,          78.55,          76.15,          78.05,          78.05,        4456,       41419.73,    72732000
12-Sep-2018,          74.85,          75.90,          72.85,          75.40,          75.40,        4841,       43289.27,    76140000
11-Sep-2018,          76.70,          77.60,          74.50,          74.80,          74.80,        3812,       34928.51,    76860000
10-Sep-2018,          78.40,          79.35,          76.80,          77.15,          77.15,        3504,       32764.48,    74604000
07-Sep-2018,          77.40,          79.40,          76.70,          78.65,          78.65,        4144,       38931.86,    74724000
06-Sep-2018,          77.45,          78.00,          76.05,          77.05,          77.05,        3058,       28280.64,    75888000
05-Sep-2018,          76.60,          77.25,          74.15,          76.90,          76.90,        4740,       43190.12,    75672000
04-Sep-2018,          80.75,          81.05,          75.95,          76.70,          76.70,        5471,       51243.79,    76128000
03-Sep-2018,          80.60,          81.95,          79.65,          80.50,          80.50,        3679,       35733.83,    76836000
31-Aug-2018,          81.30,          81.95,          79.65,          80.50,          80.50,        4777,       46234.31,    76428000
30-Aug-2018,          80.80,          82.40,          80.35,          81.85,          81.85,        6333,       62106.91,    76284000
29-Aug-2018,          78.55,          81.90,          78.40,          80.80,          80.80,        6465,       62513.21,    55116000
28-Aug-2018,          78.20,          78.85,          77.50,          78.50,          78.50,        2086,       19605.39,    32532000
