







Date, Open, High, Low, Close, Settle Price, NO_CONTRACTS, Turnover(in lacs), OI
25-Sep-2018,         900.65,         900.65,         868.15,         894.30,         894.30,        8172,       72378.56,    10459000
24-Sep-2018,         958.00,         958.00,         888.00,         898.65,         898.65,        7908,       72143.88,    12944000
21-Sep-2018,         958.00,         977.55,         868.05,         959.35,         959.35,        8967,       85693.42,    13598000
19-Sep-2018,         950.10,         966.45,         941.25,         950.90,         950.90,        4504,       43052.61,    14829000
18-Sep-2018,         948.15,         961.75,         943.60,         948.20,         948.20,        3359,       32073.80,    15096000
17-Sep-2018,         947.20,         957.40,         940.50,         951.15,         951.15,        2565,       24378.73,    15324000
14-Sep-2018,         944.80,         957.20,         933.20,         953.30,         953.30,        4601,       43577.82,    15469000
12-Sep-2018,         949.95,         953.00,         916.95,         942.85,         942.85,        5880,       55006.57,    15273000
11-Sep-2018,         947.30,         964.00,         940.40,         945.40,         945.40,        5037,       48058.64,    15357000
10-Sep-2018,         971.05,         977.70,         940.20,         942.95,         942.95,        4345,       41675.75,    15747000
07-Sep-2018,         941.70,         980.00,         940.40,         976.30,         976.30,        6877,       66032.42,    15680000
06-Sep-2018,         940.25,         947.55,         932.65,         939.90,         939.90,        3123,       29335.47,    15549000
05-Sep-2018,         937.95,         949.20,         921.05,         936.10,         936.10,        4013,       37494.43,    15334000
04-Sep-2018,         957.95,         959.05,         934.45,         938.55,         938.55,        4546,       43131.19,    15079000
03-Sep-2018,         973.95,         981.60,         948.80,         953.85,         953.85,        4551,       44010.48,    14881000
31-Aug-2018,         983.40,         993.05,         963.90,         970.10,         970.10,        3594,       35082.12,    14410000
30-Aug-2018,         989.45,         996.00,         982.90,         986.90,         986.90,        6072,       60135.20,    13954000
29-Aug-2018,         986.10,         997.45,         982.05,         989.40,         989.40,        5566,       55193.94,     9793000
28-Aug-2018,         989.05,         992.60,         979.25,         986.05,         986.05,        3911,       38579.93,     5618000
