Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         607.55","         622.75","         600.35","         606.10","         606.10","        4369","       32131.95","     8833200"
27-Jun-2018,"         617.00","         617.00","         593.30","         607.15","         607.15","        2974","       21582.22","     6891600"
26-Jun-2018,"         606.00","         617.95","         605.80","         615.00","         615.00","        2189","       16076.89","     5582400"
25-Jun-2018,"         618.70","         621.45","         606.55","         609.60","         609.60","        2375","       17419.27","     3747600"
22-Jun-2018,"         611.00","         622.95","         608.60","         618.65","         618.65","         784","        5810.17","     1276800"
21-Jun-2018,"         633.00","         633.00","         608.65","         610.95","         610.95","         638","        4740.34","      883200"
20-Jun-2018,"         638.00","         642.10","         633.50","         635.55","         635.55","         312","        2388.73","      499200"
19-Jun-2018,"         640.00","         641.85","         630.25","         636.15","         636.15","          99","         754.03","      252000"
18-Jun-2018,"         649.00","         650.10","         642.10","         643.85","         643.85","          20","         155.08","      207600"
15-Jun-2018,"         651.65","         654.15","         638.60","         647.00","         647.00","          60","         464.27","      205200"
14-Jun-2018,"         653.85","         655.15","         649.75","         651.35","         651.35","          37","         289.94","      181200"
13-Jun-2018,"         664.00","         671.10","         657.35","         659.10","         659.10","          26","         207.47","      180000"
12-Jun-2018,"         653.10","         661.30","         651.10","         657.10","         657.10","          14","         109.98","      170400"
11-Jun-2018,"         659.80","         660.20","         651.00","         652.55","         652.55","          16","         125.89","      163200"
08-Jun-2018,"         654.25","         658.00","         650.00","         657.75","         657.75","          34","         267.01","      154800"
07-Jun-2018,"         661.40","         663.50","         658.00","         659.85","         659.85","          16","         126.80","      141600"
06-Jun-2018,"         638.55","         656.15","         636.10","         655.65","         655.65","          29","         224.92","      132000"
05-Jun-2018,"         636.80","         644.95","         633.70","         643.35","         643.35","          19","         145.97","      128400"
04-Jun-2018,"         642.40","         648.85","         632.00","         642.20","         642.20","         128","         984.75","      126000"
01-Jun-2018,"         657.75","         658.35","         648.75","         648.90","         648.90","          19","         149.29","       37200"
31-May-2018,"         664.05","         664.05","         657.50","         658.45","         658.45","          16","         126.96","       30000"
