Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"        1155.25","        1185.00","        1122.75","        1128.90","        1128.90","        2216","       17876.39","     1413300"
27-Jun-2018,"        1215.25","        1217.20","        1150.80","        1164.45","        1164.45","        1598","       13227.92","      975800"
26-Jun-2018,"        1225.00","        1240.40","        1212.00","        1226.20","        1226.20","        1029","        8835.51","      567000"
25-Jun-2018,"        1275.00","        1281.90","        1202.90","        1219.35","        1219.35","         681","        5912.39","      346500"
22-Jun-2018,"        1287.25","        1305.00","        1270.00","        1277.85","        1277.85","         208","        1870.49","      101500"
21-Jun-2018,"        1276.00","        1289.00","        1273.30","        1286.65","        1286.65","          26","         233.40","       58100"
20-Jun-2018,"        1289.75","        1293.00","        1265.00","        1269.35","        1269.35","          55","         492.07","       62300"
19-Jun-2018,"        1296.35","        1315.00","        1279.40","        1285.15","        1285.15","          73","         662.04","       48300"
18-Jun-2018,"        1270.00","        1291.00","        1267.00","        1289.30","        1289.30","          33","         296.08","       37100"
15-Jun-2018,"        1296.00","        1310.00","        1271.00","        1275.15","        1281.60","          31","         279.92","       35000"
14-Jun-2018,"        1281.20","        1304.30","        1278.00","        1300.45","        1300.45","          21","         189.58","       28700"
13-Jun-2018,"        1280.00","        1283.50","        1276.00","        1278.55","        1290.35","          16","         143.35","       25900"
12-Jun-2018,"        1280.00","        1295.00","        1277.20","        1292.45","        1292.45","          10","          90.18","       25900"
11-Jun-2018,"        1262.50","        1290.00","        1262.50","        1268.70","        1268.70","          38","         339.57","       22400"
08-Jun-2018,"           0.00","           0.00","           0.00","        1233.65","        1239.85","           0","           0.00","       20300"
07-Jun-2018,"        1188.85","        1238.10","        1188.85","        1233.65","        1239.15","          21","         179.60","       20300"
06-Jun-2018,"        1173.00","        1188.55","        1173.00","        1186.55","        1186.55","           5","          41.30","        7700"
05-Jun-2018,"        1198.65","        1198.65","        1150.10","        1157.80","        1157.80","           5","          40.74","        4900"
04-Jun-2018,"        1165.00","        1165.00","        1165.00","        1165.00","        1184.90","           1","           8.16","        3500"
01-Jun-2018,"        1172.60","        1172.60","        1172.40","        1172.40","        1178.30","           2","          16.42","        2800"
31-May-2018,"           0.00","           0.00","           0.00","        1200.00","        1184.30","           0","           0.00","        2800"
