Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         976.00","         979.85","         953.25","         956.50","         956.50","        3139","       36280.50","     3796800"
27-Jun-2018,"         977.65","         987.65","         949.05","         976.80","         976.80","        2732","       31798.86","     2779200"
26-Jun-2018,"         953.10","         973.95","         920.90","         969.40","         969.40","        2261","       25739.55","     1981200"
25-Jun-2018,"         988.00","         991.30","         950.00","         957.00","         957.00","        1043","       12080.75","      943200"
22-Jun-2018,"         995.00","         997.00","         981.55","         987.90","         987.90","         171","        2022.98","      284400"
21-Jun-2018,"        1003.70","        1012.55","         985.00","         993.05","         993.05","         105","        1258.18","      223200"
20-Jun-2018,"         991.30","        1006.00","         984.00","        1001.50","        1001.50","          99","        1188.92","      198000"
19-Jun-2018,"         990.00","         991.80","         979.10","         987.90","         987.90","          83","         980.53","      198000"
18-Jun-2018,"        1001.35","        1002.00","         993.40","         997.10","         997.10","          39","         467.23","      151200"
15-Jun-2018,"        1003.70","        1011.10","         992.00","        1006.45","        1006.45","         100","        1202.43","      146400"
14-Jun-2018,"        1015.00","        1018.95","         990.00","         996.45","         996.45","         105","        1257.51","      123600"
13-Jun-2018,"        1049.95","        1051.10","        1031.00","        1035.20","        1035.20","          42","         525.63","       78000"
12-Jun-2018,"        1045.00","        1051.00","        1038.35","        1046.45","        1046.45","          41","         513.55","       64800"
11-Jun-2018,"        1030.00","        1035.95","        1020.15","        1033.05","        1033.05","          26","         321.43","       60000"
08-Jun-2018,"        1029.95","        1036.00","        1026.80","        1030.35","        1030.35","          22","         272.24","       52800"
07-Jun-2018,"        1027.85","        1027.85","        1014.00","        1019.90","        1019.90","          23","         281.57","       49200"
06-Jun-2018,"         996.00","        1023.00","         982.30","        1019.80","        1019.80","          44","         529.41","       49200"
05-Jun-2018,"        1009.00","        1009.00","         973.40","         993.40","         993.40","          27","         320.10","       39600"
04-Jun-2018,"         997.00","        1007.35","         997.00","         998.40","         998.40","           7","          84.15","       27600"
01-Jun-2018,"        1016.05","        1028.00","         994.10","        1005.10","        1005.10","          21","         253.96","       25200"
31-May-2018,"        1016.00","        1016.95","        1012.10","        1014.20","        1014.20","          13","         158.27","       21600"
