Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         864.50","         868.00","         831.30","         836.95","         836.95","       11310","       71409.70","    14342250"
27-Jun-2018,"         874.65","         878.60","         865.10","         867.65","         867.65","        7416","       48411.72","    11143500"
26-Jun-2018,"         863.00","         873.60","         861.80","         871.15","         871.15","        3303","       21468.02","     7819500"
25-Jun-2018,"         879.60","         885.80","         862.45","         863.85","         863.85","        1808","       11789.01","     6546000"
22-Jun-2018,"         870.00","         882.00","         860.40","         880.15","         880.15","        1756","       11533.18","     5810250"
21-Jun-2018,"         893.60","         895.50","         867.50","         869.35","         869.35","        1480","        9781.56","     5123250"
20-Jun-2018,"         891.40","         897.00","         883.00","         891.10","         891.10","        3263","       21745.62","     4346250"
19-Jun-2018,"         898.25","         898.25","         887.30","         889.40","         889.40","        1236","        8254.54","     2134500"
18-Jun-2018,"         902.00","         905.90","         894.70","         900.05","         900.05","        1580","       10673.03","     1437750"
15-Jun-2018,"         911.45","         915.50","         900.60","         905.30","         905.30","         481","        3267.10","      464250"
14-Jun-2018,"         920.70","         921.05","         906.45","         909.10","         909.10","         226","        1543.48","      271500"
13-Jun-2018,"         910.50","         927.10","         910.50","         920.80","         920.80","         198","        1366.86","      200250"
12-Jun-2018,"         908.65","         911.80","         903.40","         906.60","         906.60","          74","         504.24","      203250"
11-Jun-2018,"         901.25","         915.05","         899.25","         905.25","         905.25","         224","        1526.55","      218250"
08-Jun-2018,"         885.85","         900.80","         884.30","         897.15","         897.15","         167","        1120.40","      202500"
07-Jun-2018,"         907.50","         909.85","         890.30","         891.65","         891.65","         190","        1282.17","      193500"
06-Jun-2018,"         869.45","         905.60","         859.10","         903.85","         903.85","         254","        1690.14","      156000"
05-Jun-2018,"         886.65","         888.45","         864.00","         869.25","         869.25","          82","         538.58","      135750"
04-Jun-2018,"         906.00","         910.85","         888.00","         889.80","         889.80","         157","        1056.77","      124500"
01-Jun-2018,"         913.00","         919.05","         905.00","         906.50","         906.50","         102","         695.71","       89250"
31-May-2018,"         927.00","         929.75","         899.00","         910.05","         910.05","          59","         406.22","       51000"
