Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"        1620.25","        1627.20","        1604.00","        1611.15","        1611.15","        6666","       64571.04","     8569200"
27-Jun-2018,"        1626.85","        1660.05","        1608.90","        1618.60","        1618.60","        9578","       94456.98","     6414600"
26-Jun-2018,"        1626.80","        1635.85","        1621.00","        1629.35","        1629.35","        2627","       25687.45","     2412600"
25-Jun-2018,"        1620.00","        1634.25","        1616.25","        1622.60","        1622.60","        1248","       12183.12","     1145400"
22-Jun-2018,"        1600.10","        1620.75","        1593.45","        1618.05","        1618.05","         394","        3807.02","      608400"
21-Jun-2018,"        1595.00","        1616.45","        1595.00","        1601.20","        1601.20","         439","        4236.47","      523200"
20-Jun-2018,"        1600.10","        1614.15","        1599.00","        1601.95","        1601.95","         342","        3297.81","      398400"
19-Jun-2018,"        1595.55","        1606.10","        1588.55","        1599.05","        1599.05","         146","        1397.81","      251400"
18-Jun-2018,"        1623.35","        1632.00","        1603.00","        1606.00","        1606.00","         137","        1328.74","      228600"
15-Jun-2018,"        1601.00","        1621.00","        1593.45","        1619.30","        1619.30","         115","        1108.52","      191400"
14-Jun-2018,"        1616.30","        1618.05","        1600.90","        1610.30","        1610.30","          73","         704.58","      177600"
13-Jun-2018,"        1650.00","        1650.00","        1620.00","        1621.00","        1621.00","         134","        1307.50","      173400"
12-Jun-2018,"        1594.55","        1638.65","        1594.55","        1633.35","        1633.35","         160","        1555.64","      133200"
11-Jun-2018,"        1591.70","        1612.50","        1591.30","        1600.65","        1600.65","          50","         481.23","      120600"
08-Jun-2018,"        1587.35","        1594.35","        1586.55","        1590.00","        1590.00","          17","         162.12","      118800"
07-Jun-2018,"        1591.00","        1602.35","        1583.65","        1600.15","        1600.15","          32","         305.92","      119400"
06-Jun-2018,"        1567.85","        1575.00","        1561.00","        1574.55","        1574.55","          11","         103.31","      111600"
05-Jun-2018,"        1548.00","        1572.35","        1548.00","        1565.55","        1565.55","         134","        1257.42","      109200"
04-Jun-2018,"        1572.30","        1578.90","        1560.00","        1565.30","        1565.30","          23","         216.38","       38400"
01-Jun-2018,"        1619.95","        1620.00","        1589.55","        1590.95","        1590.95","          23","         220.92","       31200"
31-May-2018,"        1604.50","        1616.50","        1591.10","        1615.50","        1615.50","          36","         345.82","       23400"
