Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         982.00","        1001.25","         972.00","         982.75","         982.75","        2100","       10323.33","      857500"
27-Jun-2018,"        1015.10","        1021.00","         979.30","         993.05","         993.05","        1155","        5758.34","      506000"
26-Jun-2018,"        1034.55","        1042.45","        1005.90","        1011.70","        1011.70","         832","        4261.92","      355500"
25-Jun-2018,"        1045.00","        1084.45","        1040.00","        1045.35","        1045.35","         565","        3002.59","      182500"
22-Jun-2018,"        1032.75","        1048.55","        1012.00","        1044.40","        1044.40","         286","        1473.33","      124500"
21-Jun-2018,"        1046.10","        1053.40","        1043.00","        1048.40","        1048.40","          57","         298.77","       48000"
20-Jun-2018,"        1085.80","        1089.90","        1048.30","        1062.65","        1062.65","          68","         362.00","       44500"
19-Jun-2018,"        1088.40","        1123.55","        1064.60","        1073.05","        1073.05","          68","         369.37","       30500"
18-Jun-2018,"        1113.00","        1125.05","        1082.00","        1099.55","        1099.55","          54","         296.87","       29000"
15-Jun-2018,"        1066.00","        1130.00","        1061.00","        1104.95","        1104.95","          86","         472.38","       25500"
14-Jun-2018,"        1038.00","        1074.70","        1030.55","        1062.30","        1062.30","          33","         173.32","       19500"
13-Jun-2018,"        1034.80","        1049.05","        1029.65","        1042.45","        1044.65","          21","         109.34","       10500"
12-Jun-2018,"        1014.15","        1037.10","        1014.15","        1024.70","        1024.70","          15","          76.94","       10000"
11-Jun-2018,"         987.35","        1014.85","         987.35","        1001.25","        1001.25","          12","          60.00","        7500"
08-Jun-2018,"         956.95","         991.50","         956.95","         979.35","         979.35","          40","         196.32","        8000"
07-Jun-2018,"         936.90","         941.60","         930.20","         933.90","         936.55","           8","          37.49","        6500"
06-Jun-2018,"           0.00","           0.00","           0.00","         925.00","         921.25","           0","           0.00","        7000"
05-Jun-2018,"         932.10","         932.10","         924.95","         925.00","         925.00","           5","          23.20","        7000"
04-Jun-2018,"           0.00","           0.00","           0.00","         947.95","         940.20","           0","           0.00","        5500"
01-Jun-2018,"         949.30","         953.75","         944.20","         947.95","         951.55","          10","          47.48","        5500"
31-May-2018,"         983.45","         983.45","         977.40","         977.40","         977.40","           2","           9.80","        2000"
