Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         279.40","         283.50","         276.00","         282.65","         282.65","        6387","       28606.92","    14137600"
27-Jun-2018,"         286.15","         288.70","         276.60","         278.95","         278.95","        3948","       17768.70","     8808000"
26-Jun-2018,"         286.60","         287.55","         281.60","         283.95","         283.95","        4149","       18853.67","     5908800"
25-Jun-2018,"         303.60","         304.45","         288.10","         289.60","         289.60","        1851","        8703.18","     2540800"
22-Jun-2018,"         305.65","         305.80","         299.90","         305.00","         305.00","         587","        2840.40","     1003200"
21-Jun-2018,"         310.20","         314.00","         307.25","         307.90","         307.90","         170","         845.44","      771200"
20-Jun-2018,"         314.35","         314.70","         306.50","         309.50","         309.50","         310","        1535.69","      732800"
19-Jun-2018,"         295.40","         312.50","         295.40","         311.55","         311.55","         206","        1013.84","      532800"
18-Jun-2018,"         311.55","         312.95","         298.60","         303.05","         303.05","         329","        1615.74","      497600"
15-Jun-2018,"         314.65","         314.75","         309.00","         310.50","         310.50","          38","         189.09","      204800"
14-Jun-2018,"         315.05","         315.65","         312.70","         315.05","         315.05","          31","         155.96","      193600"
13-Jun-2018,"         317.45","         318.50","         311.00","         311.60","         311.60","          27","         136.46","      200000"
12-Jun-2018,"         316.45","         316.45","         312.45","         314.05","         314.55","          24","         120.28","      195200"
11-Jun-2018,"         311.80","         314.00","         311.80","         312.40","         312.40","          15","          75.09","      192000"
08-Jun-2018,"         311.95","         312.60","         309.70","         312.35","         312.35","         111","         551.94","      193600"
07-Jun-2018,"         315.55","         318.00","         314.55","         315.05","         315.05","          11","          55.57","       84800"
06-Jun-2018,"         310.80","         315.40","         310.35","         313.50","         313.50","          25","         125.16","       83200"
05-Jun-2018,"         311.00","         314.40","         308.00","         308.30","         311.00","          25","         124.27","       83200"
04-Jun-2018,"         309.95","         309.95","         307.10","         308.00","         308.00","          18","          88.89","       72000"
01-Jun-2018,"         313.50","         313.50","         307.65","         307.65","         310.35","          13","          64.51","       56000"
31-May-2018,"         314.50","         314.70","         310.55","         312.85","         312.85","          28","         140.07","       43200"
