Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         549.70","         552.25","         536.30","         538.45","         538.45","        2809","       19871.87","     7868900"
27-Jun-2018,"         556.00","         561.00","         540.30","         545.15","         545.15","        2728","       19540.57","     6384300"
26-Jun-2018,"         558.00","         566.80","         555.00","         561.00","         561.00","        2008","       14684.39","     4563000"
25-Jun-2018,"         566.20","         568.00","         558.00","         559.15","         559.15","        1630","       11875.41","     2572700"
22-Jun-2018,"         562.85","         568.40","         561.65","         566.00","         566.00","         104","         764.11","      695500"
21-Jun-2018,"         562.55","         573.40","         561.25","         562.85","         562.85","         213","        1571.47","      661700"
20-Jun-2018,"         558.00","         565.90","         558.00","         560.85","         560.85","         408","        2984.02","      582400"
19-Jun-2018,"         558.10","         560.00","         554.00","         554.70","         554.70","          63","         455.98","      187200"
18-Jun-2018,"         557.00","         565.65","         557.00","         562.00","         562.00","          57","         416.23","      156000"
15-Jun-2018,"         557.00","         559.90","         553.40","         556.20","         556.20","          54","         390.32","      133900"
14-Jun-2018,"         556.60","         557.15","         554.00","         555.90","         555.90","          28","         202.15","      101400"
13-Jun-2018,"         563.60","         563.60","         557.05","         558.80","         558.80","          30","         218.44","       89700"
12-Jun-2018,"         566.00","         568.40","         565.20","         565.65","         565.65","          34","         250.55","       71500"
11-Jun-2018,"         561.00","         568.10","         561.00","         567.45","         567.45","          24","         176.22","       58500"
08-Jun-2018,"         551.60","         557.45","         550.00","         557.15","         557.15","          20","         143.84","       42900"
07-Jun-2018,"         554.50","         562.20","         550.00","         550.00","         554.95","          17","         122.94","       35100"
06-Jun-2018,"         540.10","         550.35","         538.90","         550.35","         550.35","          14","          99.09","       29900"
05-Jun-2018,"         558.65","         558.65","         542.10","         545.35","         545.35","          29","         206.14","       32500"
04-Jun-2018,"         555.05","         560.00","         553.95","         558.15","         558.15","           7","          50.65","       16900"
01-Jun-2018,"         562.95","         564.50","         555.85","         555.95","         555.95","          12","          87.73","       18200"
31-May-2018,"         558.75","         560.35","         557.00","         558.95","         558.95","          15","         109.02","       19500"
