Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         104.30","         105.95","         101.80","         104.30","         104.30","        4429","       22843.16","    30269250"
27-Jun-2018,"         106.25","         106.85","         102.25","         104.65","         104.65","        2689","       13888.43","    19314900"
26-Jun-2018,"         109.00","         109.75","         106.00","         106.45","         106.45","        1822","        9667.73","    14077800"
25-Jun-2018,"         110.45","         111.50","         108.05","         109.80","         109.80","        1444","        7864.50","     9409950"
22-Jun-2018,"         108.95","         111.15","         107.85","         110.55","         110.55","         807","        4386.35","     6380550"
21-Jun-2018,"         112.50","         112.50","         108.75","         109.95","         109.95","         467","        2549.86","     3940200"
20-Jun-2018,"         114.05","         114.05","         112.05","         112.65","         112.65","         307","        1713.69","     2648250"
19-Jun-2018,"         114.20","         115.60","         113.25","         114.00","         114.00","         159","         899.86","     1950300"
18-Jun-2018,"         117.60","         118.60","         114.35","         115.15","         115.15","         213","        1215.16","     1598850"
15-Jun-2018,"         117.35","         119.80","         116.30","         117.75","         117.75","         144","         838.36","     1183050"
14-Jun-2018,"         119.15","         119.20","         116.50","         117.10","         117.10","         103","         599.98","     1103850"
13-Jun-2018,"         122.00","         122.00","         119.25","         120.05","         120.05","          90","         536.53","      920700"
12-Jun-2018,"         119.80","         122.65","         119.35","         122.35","         122.35","          39","         234.04","      742500"
11-Jun-2018,"         120.05","         121.25","         119.30","         119.50","         119.50","          25","         148.80","      707850"
08-Jun-2018,"         119.55","         120.95","         118.50","         119.50","         119.50","          39","         231.20","      678150"
07-Jun-2018,"         117.35","         122.55","         117.35","         122.25","         122.25","          55","         328.48","      688050"
06-Jun-2018,"         114.05","         117.45","         114.05","         117.00","         117.00","          42","         239.83","      658350"
05-Jun-2018,"         112.45","         114.70","         111.65","         114.45","         114.45","          31","         173.75","      589050"
04-Jun-2018,"         112.50","         114.50","         111.35","         113.35","         113.35","          60","         334.79","      584100"
01-Jun-2018,"         116.20","         116.75","         111.50","         112.60","         112.60","          47","         265.03","      534600"
31-May-2018,"         120.50","         120.50","         115.45","         115.85","         115.85","          74","         429.32","      420750"
