Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         477.20","         477.20","         467.15","         470.95","         470.95","        6871","       35741.36","    11662200"
27-Jun-2018,"         482.60","         482.60","         475.90","         478.50","         478.50","        6638","       34973.60","     7955200"
26-Jun-2018,"         493.20","         495.25","         481.25","         482.55","         482.55","        2567","       13819.77","     3759800"
25-Jun-2018,"         500.25","         503.90","         491.45","         493.40","         493.40","        1301","        7132.80","     1776500"
22-Jun-2018,"         499.50","         503.20","         496.00","         501.05","         501.05","         486","        2677.22","      880000"
21-Jun-2018,"         499.10","         512.95","         499.10","         504.35","         504.35","         402","        2238.96","      580800"
20-Jun-2018,"         492.00","         502.25","         488.55","         499.85","         499.85","         232","        1261.41","      371800"
19-Jun-2018,"         500.00","         501.35","         490.00","         491.70","         491.70","         158","         859.78","      291500"
18-Jun-2018,"         497.20","         506.70","         497.20","         503.15","         503.15","          53","         293.69","      225500"
15-Jun-2018,"         495.70","         500.25","         490.90","         498.20","         498.20","          58","         316.64","      209000"
14-Jun-2018,"         501.60","         501.60","         492.50","         498.15","         498.15","          74","         403.68","      195800"
13-Jun-2018,"         510.00","         510.00","         500.20","         501.05","         501.05","          91","         503.53","      179300"
12-Jun-2018,"         503.00","         507.05","         500.60","         504.20","         504.20","          34","         188.65","      148500"
11-Jun-2018,"         502.65","         506.60","         499.00","         501.25","         501.25","          81","         447.50","      134200"
08-Jun-2018,"         493.70","         502.00","         493.70","         500.10","         500.10","          37","         202.70","      107800"
07-Jun-2018,"         496.10","         498.20","         493.00","         495.75","         495.75","          32","         174.56","       97900"
06-Jun-2018,"         484.50","         493.90","         482.55","         492.05","         492.05","          71","         380.98","      105600"
05-Jun-2018,"         479.60","         483.00","         474.85","         482.50","         482.50","          48","         253.27","      102300"
04-Jun-2018,"         482.50","         483.85","         474.45","         476.35","         476.35","          63","         330.98","       96800"
01-Jun-2018,"         484.10","         487.55","         477.40","         479.35","         479.35","          54","         285.34","       82500"
31-May-2018,"         480.75","         481.75","         479.00","         480.35","         480.35","          41","         216.65","       79200"
