Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"          10.60","          11.20","          10.55","          10.90","          10.90","        2528","        4965.36","    41148000"
27-Jun-2018,"          11.70","          11.75","          10.80","          11.00","          11.00","        1005","        2030.63","    26370000"
26-Jun-2018,"          12.05","          12.30","          11.65","          11.80","          11.80","         758","        1633.35","    18630000"
25-Jun-2018,"          12.25","          12.75","          12.00","          12.20","          12.20","         394","         882.80","    11178000"
22-Jun-2018,"          12.85","          12.85","          12.35","          12.50","          12.50","         237","         536.59","     7596000"
21-Jun-2018,"          13.75","          13.80","          13.00","          13.10","          13.10","         165","         394.26","     5346000"
20-Jun-2018,"          13.80","          13.90","          13.60","          13.75","          13.75","          53","         131.04","     3492000"
19-Jun-2018,"          14.35","          14.35","          13.85","          14.00","          14.00","          61","         154.57","     2646000"
18-Jun-2018,"          14.40","          14.75","          14.20","          14.45","          14.45","          23","          59.81","     1836000"
15-Jun-2018,"          15.00","          15.00","          14.55","          14.60","          14.60","          13","          34.38","     1656000"
14-Jun-2018,"          15.00","          15.00","          15.00","          15.00","          15.00","           3","           8.10","     1584000"
13-Jun-2018,"          15.35","          15.35","          15.35","          15.35","          15.15","           1","           2.76","     1530000"
12-Jun-2018,"          14.85","          15.40","          14.85","          15.35","          15.35","          10","          27.50","     1512000"
11-Jun-2018,"          15.35","          15.45","          15.30","          15.30","          15.30","           4","          11.06","     1350000"
08-Jun-2018,"          14.85","          15.45","          14.85","          15.45","          15.45","           8","          21.80","     1350000"
07-Jun-2018,"          14.70","          15.10","          14.70","          15.10","          15.10","          10","          26.88","     1224000"
06-Jun-2018,"          14.60","          15.05","          14.30","          14.40","          14.40","          40","         106.88","     1098000"
05-Jun-2018,"          14.55","          14.55","          14.25","          14.25","          14.30","           4","          10.32","      486000"
04-Jun-2018,"          14.85","          15.15","          14.75","          14.75","          14.85","           6","          16.13","      414000"
01-Jun-2018,"          14.40","          15.00","          14.40","          15.00","          15.00","           5","          13.09","      414000"
31-May-2018,"          15.60","          15.60","          14.50","          14.50","          14.50","           3","           8.20","      414000"
