Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         205.65","         211.30","         204.65","         207.15","         207.15","        3291","       20561.25","    16785000"
27-Jun-2018,"         212.95","         214.20","         206.60","         207.60","         207.60","        2282","       14390.21","    11550000"
26-Jun-2018,"         205.60","         214.40","         205.60","         213.00","         213.00","        1508","        9528.01","     6255000"
25-Jun-2018,"         210.40","         210.50","         206.30","         207.10","         207.10","        1187","        7426.90","     3906000"
22-Jun-2018,"         210.00","         212.40","         209.75","         211.10","         211.10","         273","        1728.67","     1182000"
21-Jun-2018,"         214.45","         214.60","         210.65","         211.25","         211.25","         224","        1423.74","      822000"
20-Jun-2018,"         217.00","         217.15","         213.20","         214.45","         214.45","          81","         521.18","      468000"
19-Jun-2018,"         214.50","         217.30","         212.60","         216.50","         216.50","          58","         374.85","      366000"
18-Jun-2018,"         212.30","         216.25","         212.30","         214.65","         214.65","          43","         277.30","      345000"
15-Jun-2018,"         216.50","         216.95","         212.00","         212.35","         212.35","          76","         488.87","      363000"
14-Jun-2018,"         220.00","         220.00","         216.75","         219.00","         219.00","          14","          91.65","      303000"
13-Jun-2018,"         221.70","         221.70","         218.00","         218.90","         218.90","          17","         111.93","      303000"
12-Jun-2018,"         220.30","         221.60","         220.05","         221.50","         221.50","          43","         284.56","      288000"
11-Jun-2018,"         224.30","         225.25","         220.65","         221.30","         221.30","          45","         301.73","      228000"
08-Jun-2018,"         218.00","         229.30","         216.75","         225.95","         225.95","          33","         219.14","      180000"
07-Jun-2018,"         221.20","         221.80","         221.00","         221.80","         221.25","           8","          53.09","      165000"
06-Jun-2018,"         218.85","         220.15","         218.40","         219.90","         220.40","           9","          59.33","      162000"
05-Jun-2018,"         219.00","         219.95","         219.00","         219.75","         219.20","           5","          32.93","      168000"
04-Jun-2018,"         221.50","         222.10","         216.50","         216.50","         219.60","          18","         118.97","      165000"
01-Jun-2018,"         220.70","         221.05","         218.55","         218.60","         218.60","          21","         138.87","      159000"
31-May-2018,"         220.05","         221.85","         219.50","         221.50","         221.50","          21","         139.19","      165000"
