Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"          41.60","          42.60","          40.60","          41.25","          41.25","        1547","        7063.61","    11330000"
27-Jun-2018,"          41.65","          41.75","          39.10","          41.40","          41.40","        1010","        4494.05","     7282000"
26-Jun-2018,"          41.65","          42.65","          40.60","          41.75","          41.75","         690","        3176.32","     5841000"
25-Jun-2018,"          44.65","          44.95","          40.95","          41.40","          41.40","         562","        2644.92","     4664000"
22-Jun-2018,"          44.00","          45.45","          43.05","          45.25","          45.25","         178","         866.84","     2442000"
21-Jun-2018,"          45.00","          45.10","          43.65","          43.85","          43.85","          49","         238.21","     1661000"
20-Jun-2018,"          45.25","          45.25","          44.70","          45.05","          45.05","          14","          69.22","     1452000"
19-Jun-2018,"          45.15","          46.45","          44.25","          44.60","          44.60","          55","         273.86","     1375000"
18-Jun-2018,"          45.25","          45.25","          43.70","          45.10","          45.10","          15","          73.72","     1221000"
15-Jun-2018,"          46.95","          47.10","          45.00","          45.00","          44.80","          18","          91.56","     1188000"
14-Jun-2018,"          46.50","          47.00","          46.00","          46.95","          46.95","          34","         174.20","     1188000"
13-Jun-2018,"          46.50","          48.15","          46.50","          47.05","          47.05","          20","         104.08","     1056000"
12-Jun-2018,"          45.60","          46.00","          45.60","          46.00","          46.00","           6","          30.24","     1111000"
11-Jun-2018,"          46.30","          47.25","          45.70","          46.10","          46.10","          30","         153.22","     1100000"
08-Jun-2018,"          44.25","          46.80","          44.25","          46.65","          46.65","          39","         195.44","     1023000"
07-Jun-2018,"          43.70","          44.40","          42.50","          44.10","          44.10","          23","         110.43","      847000"
06-Jun-2018,"          40.05","          43.90","          40.05","          43.70","          43.70","          31","         144.28","      715000"
05-Jun-2018,"          39.80","          40.20","          39.80","          40.20","          40.20","           5","          22.04","      539000"
04-Jun-2018,"          39.40","          39.40","          39.40","          39.40","          40.10","           1","           4.33","      561000"
01-Jun-2018,"          41.60","          41.70","          39.95","          40.05","          40.60","          36","         159.14","      561000"
31-May-2018,"          41.60","          41.90","          41.50","          41.70","          42.30","          13","          59.60","      330000"
