Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         678.00","         688.00","         657.40","         660.80","         660.80","        5342","       44835.77","     9817500"
27-Jun-2018,"         703.90","         708.90","         677.75","         683.25","         683.25","        3268","       28294.79","     6132500"
26-Jun-2018,"         679.90","         711.00","         673.15","         703.10","         703.10","        2780","       24122.42","     4167500"
25-Jun-2018,"         686.00","         686.00","         673.25","         676.60","         676.60","        1515","       12829.05","     2191250"
22-Jun-2018,"         656.80","         686.95","         653.40","         684.90","         684.90","         874","        7396.06","     1147500"
21-Jun-2018,"         671.00","         671.20","         652.60","         657.90","         657.90","         389","        3215.48","      562500"
20-Jun-2018,"         678.50","         679.20","         670.05","         673.70","         673.70","         186","        1567.09","      298750"
19-Jun-2018,"         672.70","         681.45","         668.35","         674.95","         674.95","          98","         825.53","      207500"
18-Jun-2018,"         687.90","         687.90","         668.70","         670.20","         670.20","          87","         731.50","      171250"
15-Jun-2018,"         694.70","         702.00","         680.00","         682.80","         682.80","         101","         869.66","      172500"
14-Jun-2018,"        3471.00","        3497.95","        3470.80","        3492.20","        3492.20","          61","         531.38","       27500"
13-Jun-2018,"        3504.80","        3504.80","        3440.00","        3450.55","        3450.55","          21","         181.42","       24500"
12-Jun-2018,"        3416.20","        3466.00","        3394.40","        3444.70","        3444.70","          31","         265.32","       20250"
11-Jun-2018,"        3393.95","        3429.95","        3393.95","        3404.15","        3404.15","          39","         332.72","       16000"
08-Jun-2018,"        3370.60","        3386.35","        3346.05","        3375.60","        3388.60","          20","         168.58","       14250"
07-Jun-2018,"        3354.30","        3390.00","        3354.30","        3385.80","        3385.80","          16","         135.04","       13500"
06-Jun-2018,"        3271.65","        3341.00","        3271.65","        3341.00","        3342.00","          23","         189.35","       12000"
05-Jun-2018,"        3340.95","        3341.00","        3242.50","        3283.75","        3283.75","          35","         288.41","        9250"
04-Jun-2018,"        3321.75","        3369.45","        3305.85","        3316.35","        3316.35","          27","         225.42","        9500"
01-Jun-2018,"        3385.05","        3429.35","        3270.00","        3283.60","        3283.60","          35","         291.78","        6750"
31-May-2018,"        3400.00","        3424.35","        3380.00","        3380.00","        3380.00","           7","          59.37","        2250"
