Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
28-Jun-2018,"         274.75","         277.45","         272.10","         273.75","         273.75","        1701","       14928.29","     9260800"
27-Jun-2018,"         277.95","         282.95","         273.55","         274.95","         274.95","        1527","       13515.10","     7430400"
26-Jun-2018,"         286.50","         290.75","         276.75","         279.30","         279.30","        1900","       17299.80","     4809600"
25-Jun-2018,"         289.35","         293.90","         288.00","         288.75","         288.75","         470","        4375.11","     1200000"
22-Jun-2018,"         286.20","         291.00","         284.60","         290.50","         290.50","         124","        1142.91","      448000"
21-Jun-2018,"         294.90","         294.90","         287.50","         288.50","         288.50","         153","        1422.05","      348800"
20-Jun-2018,"         295.40","         296.00","         293.30","         295.60","         295.60","          19","         179.37","      160000"
19-Jun-2018,"         296.00","         297.00","         293.85","         296.75","         296.75","          17","         160.88","      128000"
18-Jun-2018,"         302.00","         302.00","         293.10","         298.55","         298.55","          40","         379.08","      102400"
15-Jun-2018,"         302.15","         305.15","         300.85","         305.15","         305.15","          12","         116.40","       83200"
14-Jun-2018,"         303.75","         303.75","         303.75","         303.75","         303.75","           3","          29.23","       70400"
13-Jun-2018,"         300.35","         304.55","         300.35","         302.70","         302.70","           9","          87.32","       60800"
12-Jun-2018,"         302.00","         304.85","         300.50","         304.85","         306.55","          10","          96.88","       67200"
11-Jun-2018,"         301.65","         303.95","         300.65","         302.80","         302.80","           6","          57.99","       57600"
08-Jun-2018,"           0.00","           0.00","           0.00","         297.75","         299.05","           0","           0.00","       44800"
07-Jun-2018,"           0.00","           0.00","           0.00","         297.75","         300.55","           0","           0.00","       44800"
06-Jun-2018,"         291.00","         298.70","         291.00","         297.75","         297.75","          19","         179.32","       44800"
05-Jun-2018,"         283.00","         287.00","         280.00","         286.25","         286.25","          11","          99.55","       22400"
04-Jun-2018,"         286.25","         287.85","         286.25","         287.75","         287.75","           4","          36.75","       12800"
01-Jun-2018,"         294.00","         294.00","         294.00","         294.00","         294.65","           1","           9.41","        3200"
31-May-2018,"           0.00","           0.00","           0.00","         325.60","         299.85","           0","           0.00","           0"
