















		 <div class="historic-bar" style="width:542px; margin-bottom:5px;">
			<span class="download-data-link"><a download target"_blank" style='cursor:pointer'  >Download file in csv format</a></span>
		</div>
		<div id='csvContentDiv' style='display:none;'>"Date","Symbol","Series","Open Price","High Price","Low Price","Last Traded Price ","Close Price","Total Traded Quantity","Turnover (in Lakhs)":"29-Nov-2019","ADANIPORTS","EQ","372.00","384.95","370.80","        381.00","382.05","3,01,11,277","1,14,374.10":"28-Nov-2019","ADANIPORTS","EQ","376.00","377.70","370.50","        372.35","372.60","16,49,478","6,153.07":"27-Nov-2019","ADANIPORTS","EQ","372.00","374.35","367.25","        372.20","372.95","14,17,796","5,273.98":"26-Nov-2019","ADANIPORTS","EQ","377.05","378.00","368.45","        371.20","370.40","43,48,236","16,200.93":"25-Nov-2019","ADANIPORTS","EQ","372.00","379.20","371.50","        374.95","374.70","30,50,808","11,473.06":"22-Nov-2019","ADANIPORTS","EQ","372.25","375.55","370.45","        371.00","371.45","36,79,373","13,719.96":"21-Nov-2019","ADANIPORTS","EQ","368.00","376.25","368.00","        371.80","372.10","65,56,285","24,400.31":"20-Nov-2019","ADANIPORTS","EQ","364.50","377.10","364.00","        366.70","366.70","63,85,953","23,677.41":"19-Nov-2019","ADANIPORTS","EQ","367.50","368.15","361.55","        364.00","364.05","27,58,083","10,042.54":"18-Nov-2019","ADANIPORTS","EQ","366.30","367.45","364.10","        366.50","365.65","18,35,202","6,718.01":"15-Nov-2019","ADANIPORTS","EQ","369.10","370.90","365.50","        365.80","366.30","23,62,065","8,694.79":"14-Nov-2019","ADANIPORTS","EQ","371.90","374.10","365.85","        368.20","369.10","26,62,084","9,853.23":"13-Nov-2019","ADANIPORTS","EQ","391.00","391.80","369.40","        370.80","370.80","53,92,849","20,430.15":"11-Nov-2019","ADANIPORTS","EQ","386.15","389.15","382.50","        388.20","387.90","23,00,763","8,918.94":"08-Nov-2019","ADANIPORTS","EQ","391.20","391.20","385.50","        385.50","386.15","12,06,504","4,692.97":"07-Nov-2019","ADANIPORTS","EQ","390.50","392.00","388.05","        391.15","390.45","16,15,593","6,303.89":"06-Nov-2019","ADANIPORTS","EQ","390.00","394.40","388.50","        391.00","391.00","22,77,683","8,927.71":"05-Nov-2019","ADANIPORTS","EQ","391.70","392.90","386.50","        389.50","390.00","13,95,899","5,436.74":"04-Nov-2019","ADANIPORTS","EQ","390.00","394.95","389.75","        391.50","391.00","31,46,855","12,351.18":"01-Nov-2019","ADANIPORTS","EQ","396.00","397.25","387.85","        388.30","389.75","36,65,336","14,352.62":"31-Oct-2019","ADANIPORTS","EQ","399.25","400.00","393.65","        395.90","395.80","25,29,130","10,025.66":"30-Oct-2019","ADANIPORTS","EQ","399.20","405.00","395.50","        398.15","398.10","55,90,453","22,389.18":"29-Oct-2019","ADANIPORTS","EQ","401.00","401.00","398.15","        398.80","398.95","22,69,051","9,072.22":"27-Oct-2019","ADANIPORTS","EQ","402.25","402.25","398.55","        399.50","399.80","1,10,114","440.90":"25-Oct-2019","ADANIPORTS","EQ","402.95","402.95","396.85","        397.60","398.95","32,72,059","13,082.20":"24-Oct-2019","ADANIPORTS","EQ","399.00","401.45","393.35","        398.55","399.15","64,33,637","25,683.75":"23-Oct-2019","ADANIPORTS","EQ","418.00","419.00","395.00","        395.10","396.10","67,52,056","26,987.81":"22-Oct-2019","ADANIPORTS","EQ","421.50","428.85","417.10","        420.60","420.75","23,80,735","10,089.31":"18-Oct-2019","ADANIPORTS","EQ","410.00","423.80","408.00","        422.20","421.70","40,47,650","16,937.02":"17-Oct-2019","ADANIPORTS","EQ","409.10","411.20","404.60","        407.95","409.15","24,78,950","10,112.02":"16-Oct-2019","ADANIPORTS","EQ","413.00","413.75","403.60","        409.00","410.00","20,08,661","8,185.02":"15-Oct-2019","ADANIPORTS","EQ","408.85","414.50","407.45","        413.55","413.75","24,34,978","10,041.08":"14-Oct-2019","ADANIPORTS","EQ","410.90","413.00","404.80","        405.80","407.45","33,13,476","13,589.16":"11-Oct-2019","ADANIPORTS","EQ","401.25","410.25","395.90","        409.00","409.05","22,83,201","9,242.02":"10-Oct-2019","ADANIPORTS","EQ","397.80","401.60","395.60","        400.80","399.90","30,34,826","12,088.94":"09-Oct-2019","ADANIPORTS","EQ","396.35","402.85","391.55","        399.80","400.45","39,05,912","15,569.45":"07-Oct-2019","ADANIPORTS","EQ","396.00","400.75","390.65","        395.40","395.25","13,99,825","5,538.22":"04-Oct-2019","ADANIPORTS","EQ","405.50","407.25","392.95","        396.00","394.60","16,10,595","6,450.53":"03-Oct-2019","ADANIPORTS","EQ","403.50","406.20","398.60","        403.55","403.90","26,19,077","10,527.65":"01-Oct-2019","ADANIPORTS","EQ","415.20","417.90","401.60","        405.00","404.05","25,32,760","10,380.77":"30-Sep-2019","ADANIPORTS","EQ","403.00","415.55","401.45","        415.00","413.95","31,52,658","12,923.04":"27-Sep-2019","ADANIPORTS","EQ","418.00","420.50","406.10","        406.85","408.60","37,89,544","15,662.40":"26-Sep-2019","ADANIPORTS","EQ","412.20","420.60","412.00","        418.30","419.15","86,39,414","36,061.13":"25-Sep-2019","ADANIPORTS","EQ","409.30","417.95","409.10","        416.00","414.80","29,97,555","12,437.00":"24-Sep-2019","ADANIPORTS","EQ","409.95","417.50","403.95","        413.85","413.85","31,12,368","12,851.69":"23-Sep-2019","ADANIPORTS","EQ","394.00","417.50","386.10","        411.00","410.95","66,95,717","27,016.37":"20-Sep-2019","ADANIPORTS","EQ","362.45","384.80","361.00","        381.50","380.70","61,34,710","22,993.29":"19-Sep-2019","ADANIPORTS","EQ","366.30","366.50","357.85","        362.00","361.90","13,17,155","4,769.20":"18-Sep-2019","ADANIPORTS","EQ","365.00","368.30","364.20","        366.60","366.35","14,69,778","5,382.64":"17-Sep-2019","ADANIPORTS","EQ","370.60","373.25","362.80","        363.50","365.30","26,09,989","9,635.12":"16-Sep-2019","ADANIPORTS","EQ","373.00","373.80","368.10","        368.65","370.60","25,61,643","9,515.05":"13-Sep-2019","ADANIPORTS","EQ","376.50","377.00","370.40","        373.80","374.20","29,25,109","10,922.06":"12-Sep-2019","ADANIPORTS","EQ","375.00","376.20","370.50","        372.35","372.45","26,25,251","9,821.29":"11-Sep-2019","ADANIPORTS","EQ","371.20","374.95","366.50","        373.15","373.35","33,41,392","12,402.36":"09-Sep-2019","ADANIPORTS","EQ","365.80","371.80","363.65","        369.80","369.55","29,54,338","10,873.30":"06-Sep-2019","ADANIPORTS","EQ","368.00","368.70","363.80","        364.50","365.75","23,66,109","8,671.10":"05-Sep-2019","ADANIPORTS","EQ","365.70","367.75","361.25","        367.00","366.55","16,42,165","5,998.47":"04-Sep-2019","ADANIPORTS","EQ","361.30","365.75","356.65","        365.00","364.35","18,46,644","6,692.35":"03-Sep-2019","ADANIPORTS","EQ","362.70","367.15","359.55","        361.00","361.30","16,38,833","5,953.94":"30-Aug-2019","ADANIPORTS","EQ","368.45","368.85","359.40","        364.20","365.70","23,13,806","8,428.93":"29-Aug-2019","ADANIPORTS","EQ","367.00","370.30","361.30","        366.65","366.20","17,25,632","6,297.74":</div>
	

Date, Symbol, Series, Open Price, High Price, Low Price, Last Traded Price , Close Price, Total Traded Quantity, Turnover (in Lakhs)
29-Nov-2019, ADANIPORTS, EQ, 372.00, 384.95, 370.80,         381.00, 382.05, 30111277, 114374.10
28-Nov-2019, ADANIPORTS, EQ, 376.00, 377.70, 370.50,         372.35, 372.60, 1649478, 6153.07
27-Nov-2019, ADANIPORTS, EQ, 372.00, 374.35, 367.25,         372.20, 372.95, 1417796, 5273.98
26-Nov-2019, ADANIPORTS, EQ, 377.05, 378.00, 368.45,         371.20, 370.40, 4348236, 16200.93
25-Nov-2019, ADANIPORTS, EQ, 372.00, 379.20, 371.50,         374.95, 374.70, 3050808, 11473.06
22-Nov-2019, ADANIPORTS, EQ, 372.25, 375.55, 370.45,         371.00, 371.45, 3679373, 13719.96
21-Nov-2019, ADANIPORTS, EQ, 368.00, 376.25, 368.00,         371.80, 372.10, 6556285, 24400.31
20-Nov-2019, ADANIPORTS, EQ, 364.50, 377.10, 364.00,         366.70, 366.70, 6385953, 23677.41
19-Nov-2019, ADANIPORTS, EQ, 367.50, 368.15, 361.55,         364.00, 364.05, 2758083, 10042.54
18-Nov-2019, ADANIPORTS, EQ, 366.30, 367.45, 364.10,         366.50, 365.65, 1835202, 6718.01
15-Nov-2019, ADANIPORTS, EQ, 369.10, 370.90, 365.50,         365.80, 366.30, 2362065, 8694.79
14-Nov-2019, ADANIPORTS, EQ, 371.90, 374.10, 365.85,         368.20, 369.10, 2662084, 9853.23
13-Nov-2019, ADANIPORTS, EQ, 391.00, 391.80, 369.40,         370.80, 370.80, 5392849, 20430.15
11-Nov-2019, ADANIPORTS, EQ, 386.15, 389.15, 382.50,         388.20, 387.90, 2300763, 8918.94
08-Nov-2019, ADANIPORTS, EQ, 391.20, 391.20, 385.50,         385.50, 386.15, 1206504, 4692.97
07-Nov-2019, ADANIPORTS, EQ, 390.50, 392.00, 388.05,         391.15, 390.45, 1615593, 6303.89
06-Nov-2019, ADANIPORTS, EQ, 390.00, 394.40, 388.50,         391.00, 391.00, 2277683, 8927.71
05-Nov-2019, ADANIPORTS, EQ, 391.70, 392.90, 386.50,         389.50, 390.00, 1395899, 5436.74
04-Nov-2019, ADANIPORTS, EQ, 390.00, 394.95, 389.75,         391.50, 391.00, 3146855, 12351.18
01-Nov-2019, ADANIPORTS, EQ, 396.00, 397.25, 387.85,         388.30, 389.75, 3665336, 14352.62
31-Oct-2019, ADANIPORTS, EQ, 399.25, 400.00, 393.65,         395.90, 395.80, 2529130, 10025.66
30-Oct-2019, ADANIPORTS, EQ, 399.20, 405.00, 395.50,         398.15, 398.10, 5590453, 22389.18
29-Oct-2019, ADANIPORTS, EQ, 401.00, 401.00, 398.15,         398.80, 398.95, 2269051, 9072.22
27-Oct-2019, ADANIPORTS, EQ, 402.25, 402.25, 398.55,         399.50, 399.80, 110114, 440.90
25-Oct-2019, ADANIPORTS, EQ, 402.95, 402.95, 396.85,         397.60, 398.95, 3272059, 13082.20
24-Oct-2019, ADANIPORTS, EQ, 399.00, 401.45, 393.35,         398.55, 399.15, 6433637, 25683.75
23-Oct-2019, ADANIPORTS, EQ, 418.00, 419.00, 395.00,         395.10, 396.10, 6752056, 26987.81
22-Oct-2019, ADANIPORTS, EQ, 421.50, 428.85, 417.10,         420.60, 420.75, 2380735, 10089.31
18-Oct-2019, ADANIPORTS, EQ, 410.00, 423.80, 408.00,         422.20, 421.70, 4047650, 16937.02
17-Oct-2019, ADANIPORTS, EQ, 409.10, 411.20, 404.60,         407.95, 409.15, 2478950, 10112.02
16-Oct-2019, ADANIPORTS, EQ, 413.00, 413.75, 403.60,         409.00, 410.00, 2008661, 8185.02
15-Oct-2019, ADANIPORTS, EQ, 408.85, 414.50, 407.45,         413.55, 413.75, 2434978, 10041.08
14-Oct-2019, ADANIPORTS, EQ, 410.90, 413.00, 404.80,         405.80, 407.45, 3313476, 13589.16
11-Oct-2019, ADANIPORTS, EQ, 401.25, 410.25, 395.90,         409.00, 409.05, 2283201, 9242.02
10-Oct-2019, ADANIPORTS, EQ, 397.80, 401.60, 395.60,         400.80, 399.90, 3034826, 12088.94
09-Oct-2019, ADANIPORTS, EQ, 396.35, 402.85, 391.55,         399.80, 400.45, 3905912, 15569.45
07-Oct-2019, ADANIPORTS, EQ, 396.00, 400.75, 390.65,         395.40, 395.25, 1399825, 5538.22
04-Oct-2019, ADANIPORTS, EQ, 405.50, 407.25, 392.95,         396.00, 394.60, 1610595, 6450.53
03-Oct-2019, ADANIPORTS, EQ, 403.50, 406.20, 398.60,         403.55, 403.90, 2619077, 10527.65
01-Oct-2019, ADANIPORTS, EQ, 415.20, 417.90, 401.60,         405.00, 404.05, 2532760, 10380.77
30-Sep-2019, ADANIPORTS, EQ, 403.00, 415.55, 401.45,         415.00, 413.95, 3152658, 12923.04
27-Sep-2019, ADANIPORTS, EQ, 418.00, 420.50, 406.10,         406.85, 408.60, 3789544, 15662.40
26-Sep-2019, ADANIPORTS, EQ, 412.20, 420.60, 412.00,         418.30, 419.15, 8639414, 36061.13
25-Sep-2019, ADANIPORTS, EQ, 409.30, 417.95, 409.10,         416.00, 414.80, 2997555, 12437.00
24-Sep-2019, ADANIPORTS, EQ, 409.95, 417.50, 403.95,         413.85, 413.85, 3112368, 12851.69
23-Sep-2019, ADANIPORTS, EQ, 394.00, 417.50, 386.10,         411.00, 410.95, 6695717, 27016.37
20-Sep-2019, ADANIPORTS, EQ, 362.45, 384.80, 361.00,         381.50, 380.70, 6134710, 22993.29
19-Sep-2019, ADANIPORTS, EQ, 366.30, 366.50, 357.85,         362.00, 361.90, 1317155, 4769.20
18-Sep-2019, ADANIPORTS, EQ, 365.00, 368.30, 364.20,         366.60, 366.35, 1469778, 5382.64
17-Sep-2019, ADANIPORTS, EQ, 370.60, 373.25, 362.80,         363.50, 365.30, 2609989, 9635.12
16-Sep-2019, ADANIPORTS, EQ, 373.00, 373.80, 368.10,         368.65, 370.60, 2561643, 9515.05
13-Sep-2019, ADANIPORTS, EQ, 376.50, 377.00, 370.40,         373.80, 374.20, 2925109, 10922.06
12-Sep-2019, ADANIPORTS, EQ, 375.00, 376.20, 370.50,         372.35, 372.45, 2625251, 9821.29
11-Sep-2019, ADANIPORTS, EQ, 371.20, 374.95, 366.50,         373.15, 373.35, 3341392, 12402.36
09-Sep-2019, ADANIPORTS, EQ, 365.80, 371.80, 363.65,         369.80, 369.55, 2954338, 10873.30
06-Sep-2019, ADANIPORTS, EQ, 368.00, 368.70, 363.80,         364.50, 365.75, 2366109, 8671.10
05-Sep-2019, ADANIPORTS, EQ, 365.70, 367.75, 361.25,         367.00, 366.55, 1642165, 5998.47
04-Sep-2019, ADANIPORTS, EQ, 361.30, 365.75, 356.65,         365.00, 364.35, 1846644, 6692.35
03-Sep-2019, ADANIPORTS, EQ, 362.70, 367.15, 359.55,         361.00, 361.30, 1638833, 5953.94
30-Aug-2019, ADANIPORTS, EQ, 368.45, 368.85, 359.40,         364.20, 365.70, 2313806, 8428.93
29-Aug-2019, ADANIPORTS, EQ, 367.00, 370.30, 361.30,         366.65, 366.20, 1725632, 6297.74



