Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         798.00","         798.95","         772.50","         790.30","         790.30","        1172","       11055.46","     3148800"
24-Sep-2018,"         813.10","         821.80","         776.85","         792.85","         792.85","        1571","       15013.39","     3646800"
21-Sep-2018,"         823.25","         841.45","         740.00","         819.15","         819.15","        1791","       17386.35","     4180800"
19-Sep-2018,"         858.00","         860.45","         815.30","         825.50","         825.50","        1615","       16138.13","     4334400"
18-Sep-2018,"         853.80","         879.95","         853.80","         860.85","         860.85","        1168","       12188.67","     4110000"
17-Sep-2018,"         855.00","         861.65","         845.00","         856.00","         856.00","         806","        8271.08","     4132800"
14-Sep-2018,"         881.00","         881.80","         859.40","         865.60","         865.60","        1000","       10454.67","     4059600"
12-Sep-2018,"         844.65","         872.70","         841.15","         866.95","         866.95","        1604","       16539.33","     4116000"
11-Sep-2018,"        1315.95","        1316.00","        1246.25","        1255.05","        1255.05","        2706","       27479.79","     2883200"
10-Sep-2018,"        1340.95","        1358.35","        1302.00","        1305.80","        1305.80","        1007","       10660.07","     2585600"
07-Sep-2018,"        1316.85","        1357.00","        1300.70","        1349.80","        1349.80","        1638","       17441.36","     2502400"
06-Sep-2018,"        1350.00","        1359.80","        1306.10","        1322.05","        1322.05","        2680","       28309.49","     2423200"
05-Sep-2018,"        1375.50","        1393.00","        1326.00","        1352.90","        1352.90","        2174","       23566.96","     2192000"
04-Sep-2018,"        1425.30","        1439.75","        1389.00","        1400.70","        1400.70","        1944","       21917.73","     2142400"
03-Sep-2018,"        1464.75","        1465.00","        1425.95","        1436.15","        1436.15","        1463","       16876.57","     1913600"
31-Aug-2018,"        1455.00","        1473.45","        1454.20","        1461.80","        1461.80","         950","       11120.22","     1855200"
30-Aug-2018,"        1444.90","        1457.00","        1438.90","        1449.45","        1449.45","        1696","       19630.34","     1885600"
29-Aug-2018,"        1441.95","        1469.30","        1435.85","        1451.35","        1451.35","        1313","       15239.13","     1220800"
28-Aug-2018,"        1416.10","        1451.65","        1416.10","        1448.25","        1448.25","         900","       10399.04","      652000"
