Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         736.00","         772.85","         733.10","         762.15","         762.15","       17263","      130889.55","    10672000"
24-Sep-2018,"         767.00","         771.60","         727.20","         732.80","         732.80","       13833","      103255.25","    15562000"
21-Sep-2018,"         783.20","         788.95","         701.25","         764.90","         764.90","       12492","       95268.75","    21050000"
19-Sep-2018,"         785.45","         792.75","         768.10","         779.15","         779.15","        8320","       64826.28","    22521000"
18-Sep-2018,"         796.70","         802.90","         775.00","         779.40","         779.40","       10703","       84603.28","    23020000"
17-Sep-2018,"         805.00","         818.85","         787.40","         793.45","         793.45","       16695","      134498.53","    23853000"
14-Sep-2018,"         785.00","         814.45","         782.00","         803.70","         803.70","       16782","      134645.37","    23776000"
12-Sep-2018,"         795.95","         798.40","         770.60","         778.75","         778.75","       14029","      109416.45","    23791000"
11-Sep-2018,"         802.65","         815.05","         791.50","         794.95","         794.95","       11055","       88665.78","    23609000"
10-Sep-2018,"         807.05","         819.60","         787.50","         801.20","         801.20","       18269","      146651.61","    23472000"
07-Sep-2018,"         766.80","         829.30","         766.10","         804.65","         804.65","       50955","      408280.54","    23279000"
06-Sep-2018,"         702.00","         768.50","         700.25","         764.20","         764.20","       33676","      249583.48","    23674000"
05-Sep-2018,"         682.40","         703.45","         682.40","         701.00","         701.00","        9106","       63150.71","    21890000"
04-Sep-2018,"         707.65","         713.70","         678.60","         682.10","         682.10","        8898","       61929.97","    22042000"
03-Sep-2018,"         719.90","         729.95","         702.35","         705.50","         705.50","        9844","       70790.19","    21458000"
31-Aug-2018,"         694.50","         725.65","         694.50","         718.45","         718.45","       14190","      101416.83","    21395000"
30-Aug-2018,"         693.20","         702.55","         690.50","         692.95","         692.95","        8235","       57300.98","    20925000"
29-Aug-2018,"         687.70","         701.80","         684.65","         695.70","         695.70","        7419","       51650.42","    17223000"
28-Aug-2018,"         694.75","         697.20","         684.20","         690.90","         690.90","        5030","       34773.24","    13131000"
