Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         234.00","         238.85","         197.60","         220.05","         220.05","       62764","      244209.76","    60067000"
24-Sep-2018,"         232.65","         237.65","         216.00","         226.90","         226.90","       60403","      240681.18","    73078250"
21-Sep-2018,"         281.00","         281.00","         222.60","         227.35","         227.35","      153088","      663928.79","    84393750"
19-Sep-2018,"         326.80","         328.85","         318.30","         320.20","         320.20","       20391","      115275.23","    86423750"
18-Sep-2018,"         319.70","         329.40","         319.60","         323.65","         323.65","       28794","      163935.78","    89544000"
17-Sep-2018,"         316.95","         323.20","         315.35","         318.90","         318.90","       18629","      104302.79","    94783500"
14-Sep-2018,"         319.50","         329.30","         317.90","         323.45","         323.45","       29344","      166723.76","    92825250"
12-Sep-2018,"         319.00","         321.20","         311.50","         315.80","         315.80","       26359","      145706.11","    97182750"
11-Sep-2018,"         327.50","         329.25","         315.90","         317.60","         317.60","       24852","      140488.29","    95445000"
10-Sep-2018,"         321.85","         330.65","         317.30","         325.45","         325.45","       45363","      258291.84","    93082500"
07-Sep-2018,"         341.35","         341.85","         323.00","         325.45","         325.45","       50197","      289271.32","    86777250"
06-Sep-2018,"         348.20","         349.05","         339.50","         340.85","         340.85","       18743","      112812.00","    70001750"
05-Sep-2018,"         334.45","         346.45","         333.95","         345.50","         345.50","       24015","      143352.49","    68082000"
04-Sep-2018,"         341.95","         345.45","         335.00","         336.05","         336.05","       24016","      142647.43","    71127000"
03-Sep-2018,"         348.90","         349.80","         340.25","         341.70","         341.70","       22739","      137659.02","    70087500"
31-Aug-2018,"         343.00","         353.25","         337.20","         346.35","         346.35","       66232","      401722.49","    70274750"
30-Aug-2018,"         369.90","         371.70","         360.65","         364.75","         364.75","       18724","      119148.97","    55840750"
29-Aug-2018,"         374.75","         381.00","         364.60","         368.35","         368.35","       22793","      149415.71","    43921500"
28-Aug-2018,"         386.70","         386.70","         365.10","         373.10","         373.10","       16329","      106688.88","    30019500"
