Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         245.75","         246.20","         239.40","         244.05","         244.05","        8294","       31682.97","    14934150"
24-Sep-2018,"         257.05","         264.20","         245.95","         248.60","         248.60","       10592","       42536.45","    19230750"
21-Sep-2018,"         255.85","         260.70","         247.05","         257.95","         257.95","        9813","       39656.28","    23495850"
19-Sep-2018,"         250.60","         256.40","         248.40","         252.40","         252.40","        4607","       18398.79","    25322850"
18-Sep-2018,"         259.65","         262.50","         248.85","         250.25","         250.25","        5800","       23351.61","    26548200"
17-Sep-2018,"         251.10","         261.65","         249.00","         258.80","         258.80","        8691","       35178.23","    26754525"
14-Sep-2018,"         245.55","         255.05","         245.15","         253.70","         253.70","        7826","       30862.46","    27250650"
12-Sep-2018,"         245.50","         245.50","         234.20","         241.90","         241.90","        8708","       32772.26","    28712250"
11-Sep-2018,"         247.15","         254.80","         244.65","         245.10","         245.10","        5753","       22583.55","    28181475"
10-Sep-2018,"         254.00","         254.35","         247.10","         247.90","         247.90","        3973","       15611.87","    27943650"
07-Sep-2018,"         253.80","         257.00","         252.35","         254.70","         254.70","        4445","       17816.48","    27702675"
06-Sep-2018,"         251.55","         254.40","         248.70","         253.00","         253.00","        5192","       20618.90","    27203400"
05-Sep-2018,"         250.00","         253.40","         245.20","         249.65","         249.65","        5628","       22090.48","    27576675"
04-Sep-2018,"         256.25","         257.40","         250.55","         251.30","         251.30","        4761","       19000.93","    26912025"
03-Sep-2018,"         257.05","         262.10","         255.35","         258.65","         258.65","        5273","       21523.84","    26834850"
31-Aug-2018,"         254.45","         258.20","         252.50","         255.75","         255.75","        5491","       22086.12","    27562500"
30-Aug-2018,"         258.10","         258.10","         253.30","         255.15","         255.15","       11392","       45852.43","    26656875"
29-Aug-2018,"         259.15","         261.90","         258.00","         259.95","         259.95","        5526","       22621.37","    16321725"
28-Aug-2018,"         263.40","         266.05","         257.50","         259.00","         259.00","        4848","       19991.77","    11393550"
