Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         442.95","         455.45","         426.00","         444.55","         444.55","        1460","        7716.60","     1387200"
24-Sep-2018,"         448.80","         456.25","         438.25","         447.35","         447.35","        1415","        7599.91","     1838400"
21-Sep-2018,"         454.35","         469.55","         415.05","         450.15","         450.15","        1486","        7960.42","     2619600"
19-Sep-2018,"         465.55","         467.75","         443.00","         446.20","         446.20","        1066","        5774.98","     2734800"
18-Sep-2018,"         474.25","         478.10","         460.00","         462.75","         462.75","         407","        2285.58","     2871600"
17-Sep-2018,"         486.00","         491.40","         474.85","         475.90","         475.90","         681","        3950.99","     2886000"
14-Sep-2018,"         477.60","         497.75","         458.25","         490.35","         490.35","        1648","        9425.69","     2936400"
12-Sep-2018,"         471.05","         477.95","         463.50","         474.35","         474.35","        1378","        7782.87","     3037200"
11-Sep-2018,"         509.00","         511.50","         467.15","         470.50","         470.50","        3614","       21027.59","     2834400"
10-Sep-2018,"         480.00","         522.10","         475.05","         507.00","         507.00","        7055","       43055.13","     2834400"
07-Sep-2018,"         448.75","         480.90","         448.75","         475.40","         475.40","        1022","        5742.32","     2384400"
06-Sep-2018,"         447.95","         456.50","         443.00","         451.95","         451.95","         659","        3560.57","     2420400"
05-Sep-2018,"         443.90","         447.70","         431.55","         443.60","         443.60","         826","        4359.48","     2480400"
04-Sep-2018,"         454.95","         454.95","         440.40","         444.35","         444.35","         550","        2946.46","     2485200"
03-Sep-2018,"         452.95","         461.60","         446.90","         450.35","         450.35","         484","        2641.21","     2478000"
31-Aug-2018,"         464.40","         471.70","         450.50","         451.95","         451.95","         714","        3928.52","     2472000"
30-Aug-2018,"         477.00","         480.35","         464.40","         467.60","         467.60","        1011","        5735.86","     2293200"
29-Aug-2018,"         481.10","         492.00","         474.50","         476.85","         476.85","         584","        3382.54","     1538400"
28-Aug-2018,"         484.10","         494.00","         481.65","         484.15","         484.15","         537","        3157.30","     1183200"
