Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"        1363.10","        1399.00","        1357.00","        1392.60","        1392.60","        3124","       34531.57","     1362400"
24-Sep-2018,"        1393.40","        1404.40","        1352.45","        1366.00","        1366.00","        2977","       32769.16","     1635200"
21-Sep-2018,"        1405.95","        1410.00","        1304.05","        1389.10","        1389.10","        5395","       59380.82","     1936000"
19-Sep-2018,"        1389.65","        1409.40","        1371.00","        1393.20","        1393.20","        5829","       64915.14","     2349600"
18-Sep-2018,"        1366.00","        1394.20","        1355.75","        1381.10","        1381.10","        6067","       66985.91","     2550400"
17-Sep-2018,"        1332.10","        1404.05","        1322.05","        1365.55","        1365.55","       12710","      139401.32","     2426400"
14-Sep-2018,"        1286.95","        1335.65","        1280.20","        1331.65","        1331.65","        5534","       58178.99","     2849600"
12-Sep-2018,"        1238.90","        1293.85","        1236.60","        1275.65","        1275.65","        4214","       42768.01","     2934400"
11-Sep-2018,"        1290.00","        1294.25","        1236.00","        1246.65","        1246.65","        3490","       35233.70","     3002400"
10-Sep-2018,"        1315.45","        1334.25","        1273.45","        1282.30","        1282.30","        4149","       43389.18","     3181600"
07-Sep-2018,"        1324.70","        1336.00","        1304.05","        1318.90","        1318.90","        5315","       56178.20","     3121600"
06-Sep-2018,"        1292.00","        1330.80","        1286.20","        1322.85","        1322.85","        6152","       64749.91","     3184000"
05-Sep-2018,"        1275.70","        1300.40","        1263.55","        1283.30","        1283.30","        3329","       34168.93","     3042400"
04-Sep-2018,"        1295.35","        1304.35","        1260.00","        1271.10","        1271.10","        3468","       35546.84","     3123200"
03-Sep-2018,"        1317.90","        1333.95","        1287.80","        1296.55","        1296.55","        2923","       30801.20","     3336000"
31-Aug-2018,"        1307.80","        1336.90","        1305.10","        1316.70","        1316.70","        4942","       52250.07","     3359200"
30-Aug-2018,"        1271.95","        1307.15","        1267.00","        1301.50","        1301.50","        3315","       34205.12","     3236000"
29-Aug-2018,"        1270.35","        1312.85","        1270.35","        1277.75","        1277.75","        2824","       29235.27","     2548000"
28-Aug-2018,"        1296.55","        1298.95","        1268.00","        1281.50","        1281.50","        1308","       13423.84","     1753600"
