Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         210.70","         212.45","         188.35","         191.80","         191.80","        9963","       24093.98","     3506400"
24-Sep-2018,"         231.00","         231.00","         211.50","         214.05","         214.05","        5737","       15008.16","     5068800"
21-Sep-2018,"         232.00","         242.90","         222.60","         230.40","         230.40","        9403","       26062.12","     5838000"
19-Sep-2018,"         253.00","         253.00","         235.50","         239.55","         239.55","        6848","       19845.62","     6285600"
18-Sep-2018,"         266.70","         268.65","         249.00","         251.30","         251.30","        4305","       13298.46","     6241200"
17-Sep-2018,"         265.50","         273.20","         262.55","         265.70","         265.70","        2271","        7315.84","     5982000"
14-Sep-2018,"         269.20","         274.10","         263.95","         267.50","         267.50","        2006","        6482.13","     5794800"
12-Sep-2018,"         272.45","         272.45","         258.50","         265.70","         265.70","        3261","       10342.62","     5714400"
11-Sep-2018,"         279.20","         283.80","         269.60","         271.10","         271.10","        2489","        8273.55","     5658000"
10-Sep-2018,"         278.10","         284.65","         276.60","         280.30","         280.30","        3023","       10189.81","     5614800"
07-Sep-2018,"         270.80","         283.45","         267.60","         278.40","         278.40","        3920","       12912.47","     5546400"
06-Sep-2018,"         268.25","         279.70","         268.00","         274.90","         274.90","        3699","       12204.63","     5497200"
05-Sep-2018,"         263.95","         272.30","         261.70","         266.80","         266.80","        4506","       14408.11","     5638800"
04-Sep-2018,"         283.00","         283.40","         265.20","         267.80","         267.80","        5389","       17782.55","     5547600"
03-Sep-2018,"         286.90","         290.30","         283.55","         286.95","         286.95","        2187","        7536.10","     5487600"
31-Aug-2018,"         281.95","         286.65","         277.70","         284.45","         284.45","        3781","       12841.10","     5539200"
30-Aug-2018,"         288.80","         291.65","         282.00","         289.30","         289.30","        4363","       14998.31","     5395200"
29-Aug-2018,"         296.70","         304.00","         291.25","         293.30","         293.30","        3476","       12361.04","     3787200"
28-Aug-2018,"         277.10","         305.35","         273.35","         297.40","         297.40","        2210","        7677.26","     2311200"
