Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         359.20","         366.45","         355.80","         365.45","         365.45","        4279","       27758.97","     6748200"
24-Sep-2018,"         376.65","         383.95","         365.55","         367.65","         367.65","        6969","       47039.24","     7952400"
21-Sep-2018,"         370.00","         378.00","         362.50","         376.00","         376.00","        6958","       46665.11","     9043200"
19-Sep-2018,"         358.45","         367.20","         354.65","         365.25","         365.25","        4366","       28570.57","    10321200"
18-Sep-2018,"         366.45","         369.55","         353.15","         355.60","         355.60","        5716","       37243.25","    11010600"
17-Sep-2018,"         351.50","         367.85","         350.35","         364.30","         364.30","        7930","       51616.49","    11566800"
14-Sep-2018,"         340.65","         357.00","         340.00","         355.20","         355.20","        6970","       43939.67","    11651400"
12-Sep-2018,"         332.95","         337.15","         326.15","         335.90","         335.90","        5489","       32880.27","    12585600"
11-Sep-2018,"         348.00","         351.15","         339.00","         340.00","         340.00","        4034","       25030.09","    12355200"
10-Sep-2018,"         357.20","         357.20","         345.65","         346.25","         346.25","        4056","       25558.27","    12234600"
07-Sep-2018,"         355.60","         360.40","         354.60","         358.70","         358.70","        3625","       23348.19","    11334600"
06-Sep-2018,"         352.15","         356.75","         351.70","         355.00","         355.00","        3387","       21596.64","    10947600"
05-Sep-2018,"         350.00","         356.60","         346.75","         351.35","         351.35","        4656","       29436.52","    10837800"
04-Sep-2018,"         362.90","         362.90","         351.10","         352.15","         352.15","        4017","       25698.81","    10926000"
03-Sep-2018,"         367.00","         367.00","         360.90","         362.10","         362.10","        3095","       20286.80","    10575000"
31-Aug-2018,"         357.15","         368.10","         357.15","         363.70","         363.70","        4877","       31893.67","    10553400"
30-Aug-2018,"         354.15","         359.45","         353.00","         359.05","         359.05","        3847","       24733.40","    10918800"
29-Aug-2018,"         353.80","         358.30","         353.00","         356.90","         356.90","        3670","       23539.01","     9142200"
28-Aug-2018,"         356.75","         360.00","         352.80","         354.40","         354.40","        2163","       13870.88","     6796800"
