Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         646.85","         666.00","         633.60","         662.45","         662.45","        4240","       30334.29","     4147000"
24-Sep-2018,"         685.15","         704.65","         647.50","         654.35","         654.35","        4557","       33893.31","     4876300"
21-Sep-2018,"         729.60","         739.00","         618.45","         685.00","         685.00","        6256","       47993.81","     5731000"
19-Sep-2018,"         762.00","         766.15","         723.55","         727.55","         727.55","        4021","       32908.39","     6404200"
18-Sep-2018,"         777.05","         789.90","         760.00","         762.30","         762.30","        2591","       22078.42","     6496600"
17-Sep-2018,"         784.00","         787.85","         770.00","         779.10","         779.10","        2478","       21208.57","     6486700"
14-Sep-2018,"         783.40","         790.50","         777.40","         785.05","         785.05","        2888","       24914.03","     6499900"
12-Sep-2018,"         767.75","         780.50","         759.60","         777.00","         777.00","        2984","       25308.41","     6416300"
11-Sep-2018,"         775.45","         792.95","         768.05","         770.55","         770.55","        3521","       30250.91","     6476800"
10-Sep-2018,"         797.80","         802.55","         768.25","         775.70","         775.70","        3149","       27216.39","     6798000"
07-Sep-2018,"         797.95","         811.00","         791.80","         802.85","         802.85","        3511","       31025.48","     6538400"
06-Sep-2018,"         800.30","         809.40","         788.95","         793.65","         793.65","        4295","       37705.78","     6361300"
05-Sep-2018,"         802.50","         814.50","         776.00","         798.30","         798.30","        5481","       47812.09","     6352500"
04-Sep-2018,"         836.10","         836.10","         805.45","         809.75","         809.75","        5302","       47676.90","     6342600"
03-Sep-2018,"         872.35","         882.10","         835.05","         838.50","         838.50","        5471","       51430.49","     6259000"
31-Aug-2018,"         885.70","         891.40","         870.55","         876.80","         876.80","        2724","       26351.76","     5283300"
30-Aug-2018,"         902.05","         904.35","         884.15","         886.75","         886.75","        4699","       46112.79","     5044600"
29-Aug-2018,"         902.45","         907.55","         895.00","         898.65","         898.65","        2308","       22884.60","     2645500"
28-Aug-2018,"         898.95","         911.65","         886.15","         902.70","         902.70","        2033","       20132.62","     1459700"
