Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"          14.60","          14.70","          13.95","          14.40","          14.40","        1307","        6224.01","   101875434"
24-Sep-2018,"          15.20","          15.20","          14.40","          14.55","          14.55","        1829","        8906.83","   112314849"
21-Sep-2018,"          15.95","          16.00","          14.35","          15.10","          15.10","        1613","        8122.18","   130840668"
19-Sep-2018,"          16.10","          16.10","          15.75","          15.90","          15.90","         647","        3415.66","   135513549"
18-Sep-2018,"          16.40","          16.60","          15.75","          16.00","          16.00","         825","        4398.16","   136242651"
17-Sep-2018,"          16.40","          16.60","          16.15","          16.30","          16.30","         447","        2420.85","   135513549"
14-Sep-2018,"          16.25","          16.60","          16.25","          16.55","          16.55","         305","        1656.57","   134121627"
12-Sep-2018,"          16.15","          16.25","          15.75","          16.15","          16.15","        1443","        7631.88","   135679254"
11-Sep-2018,"          16.70","          16.75","          16.10","          16.15","          16.15","         532","        2894.83","   143898222"
10-Sep-2018,"          17.10","          17.10","          16.55","          16.60","          16.60","         331","        1830.31","   144494760"
07-Sep-2018,"          16.85","          17.05","          16.75","          16.95","          16.95","         329","        1845.42","   144329055"
06-Sep-2018,"          17.00","          17.10","          16.80","          16.95","          16.95","         291","        1631.22","   144229632"
05-Sep-2018,"          16.90","          17.15","          16.45","          17.00","          17.00","        1170","        6530.05","   144395337"
04-Sep-2018,"          17.65","          17.65","          16.60","          16.85","          16.85","        1213","        6848.65","   144793029"
03-Sep-2018,"          17.65","          17.80","          17.60","          17.65","          17.65","         824","        4829.57","   142804569"
31-Aug-2018,"          17.70","          17.90","          17.55","          17.75","          17.75","         722","        4237.51","   139888161"
30-Aug-2018,"          17.95","          17.95","          17.55","          17.70","          17.70","        4161","       24538.21","   136706625"
29-Aug-2018,"          17.70","          18.10","          17.65","          17.95","          17.95","        1345","        7973.31","    88718457"
28-Aug-2018,"          17.75","          17.85","          17.65","          17.70","          17.70","        1162","        6828.89","    67408794"
