Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"          59.80","          59.90","          57.60","          59.15","          59.15","        3334","       15658.86","    21928000"
24-Sep-2018,"          62.30","          62.30","          58.00","          58.95","          58.95","        2093","       10005.48","    35696000"
21-Sep-2018,"          64.70","          65.00","          60.05","          63.10","          63.10","        1996","       10031.64","    39504000"
19-Sep-2018,"          65.90","          65.95","          61.40","          63.95","          63.95","        3110","       15688.28","    41992000"
18-Sep-2018,"          66.95","          66.95","          65.35","          65.85","          65.85","         711","        3745.06","    41736000"
17-Sep-2018,"          67.85","          67.85","          66.25","          66.55","          66.55","         659","        3517.08","    42256000"
14-Sep-2018,"          66.70","          68.15","          66.55","          67.75","          67.75","         586","        3168.95","    41864000"
12-Sep-2018,"          67.50","          67.90","          65.80","          66.65","          66.65","        1022","        5446.14","    41752000"
11-Sep-2018,"          68.55","          68.65","          67.50","          67.90","          67.90","         728","        3965.86","    41624000"
10-Sep-2018,"          68.75","          69.15","          67.60","          68.25","          68.25","        1038","        5666.95","    43424000"
07-Sep-2018,"          68.20","          69.25","          67.65","          68.95","          68.95","         511","        2797.24","    44864000"
06-Sep-2018,"          69.70","          69.70","          66.85","          68.00","          68.00","        1452","        7879.14","    45104000"
05-Sep-2018,"          67.95","          69.50","          67.30","          69.25","          69.25","        1209","        6620.89","    46416000"
04-Sep-2018,"          71.00","          71.50","          67.15","          67.60","          67.60","        1287","        7074.99","    47720000"
03-Sep-2018,"          71.55","          72.50","          71.00","          71.30","          71.30","         735","        4220.56","    48592000"
31-Aug-2018,"          71.10","          72.80","          70.95","          71.80","          71.80","        1429","        8201.47","    48912000"
30-Aug-2018,"          72.00","          72.00","          70.95","          71.35","          71.35","        2772","       15844.54","    48312000"
29-Aug-2018,"          71.70","          71.90","          70.40","          71.35","          71.35","        2603","       14827.66","    38792000"
28-Aug-2018,"          71.95","          72.70","          71.60","          72.05","          72.05","        2182","       12629.26","    29800000"
