Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         519.00","         524.45","         494.40","         512.10","         512.10","        4905","       19982.02","     2376800"
24-Sep-2018,"         548.80","         548.80","         514.00","         521.40","         521.40","        4878","       20589.07","     3607200"
21-Sep-2018,"         593.00","         595.75","         509.10","         547.80","         547.80","        4171","       18465.32","     4752000"
19-Sep-2018,"         597.15","         599.40","         581.90","         588.80","         588.80","        1417","        6700.50","     5108800"
18-Sep-2018,"         606.50","         609.30","         589.55","         595.50","         595.50","        1565","        7521.38","     5220800"
17-Sep-2018,"         603.65","         614.05","         598.65","         602.25","         602.25","        1666","        8082.95","     5254400"
14-Sep-2018,"         592.55","         612.00","         592.55","         608.40","         608.40","        1220","        5901.32","     5475200"
12-Sep-2018,"         593.40","         594.65","         577.15","         592.50","         592.50","        2541","       11908.10","     5564000"
11-Sep-2018,"         608.00","         611.00","         590.55","         593.15","         593.15","        1581","        7612.33","     5583200"
10-Sep-2018,"         619.25","         619.25","         602.00","         604.65","         604.65","        1003","        4891.65","     5592000"
07-Sep-2018,"         611.65","         624.90","         602.05","         619.65","         619.65","        1362","        6715.75","     5589600"
06-Sep-2018,"         613.00","         615.80","         600.90","         610.90","         610.90","        1373","        6683.26","     5512000"
05-Sep-2018,"         613.15","         618.30","         591.95","         609.55","         609.55","        2385","       11570.28","     5476800"
04-Sep-2018,"         649.90","         652.00","         608.10","         612.25","         612.25","        2726","       13677.52","     5493600"
03-Sep-2018,"         648.95","         665.00","         646.10","         651.10","         651.10","        1501","        7877.45","     5660800"
31-Aug-2018,"         660.05","         670.10","         641.50","         648.30","         648.30","        2417","       12667.10","     5751200"
30-Aug-2018,"         657.05","         665.95","         652.75","         657.95","         657.95","        3161","       16672.50","     5977600"
29-Aug-2018,"         636.25","         658.45","         636.25","         653.40","         653.40","        2983","       15561.73","     5129600"
28-Aug-2018,"         644.15","         645.10","         633.80","         639.00","         639.00","        1601","        8180.58","     3640000"
