Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         128.30","         134.85","         120.80","         132.90","         132.90","       12957","       74516.04","    22194000"
24-Sep-2018,"         143.70","         145.40","         128.00","         130.20","         130.20","        9089","       54344.01","    27153000"
21-Sep-2018,"         147.60","         151.80","         124.85","         139.55","         139.55","       13639","       86227.92","    32463000"
19-Sep-2018,"         152.40","         152.80","         145.35","         146.85","         146.85","        5749","       38385.12","    35748000"
18-Sep-2018,"         155.80","         157.80","         150.70","         151.25","         151.25","        4614","       31953.25","    35622000"
17-Sep-2018,"         159.75","         159.75","         155.70","         156.45","         156.45","        3582","       25398.42","    34470000"
14-Sep-2018,"         158.60","         163.20","         157.30","         161.85","         161.85","        4754","       34340.99","    33115500"
12-Sep-2018,"         157.35","         158.00","         152.35","         156.80","         156.80","        5016","       35154.25","    32841000"
11-Sep-2018,"         163.00","         163.80","         156.00","         157.20","         157.20","        5200","       37490.36","    33403500"
10-Sep-2018,"         166.80","         166.95","         160.40","         161.45","         161.45","        3687","       27130.48","    33736500"
07-Sep-2018,"         164.00","         169.60","         160.55","         168.60","         168.60","        5007","       37277.97","    31131000"
06-Sep-2018,"         167.45","         170.00","         163.20","         165.00","         165.00","        4212","       31469.29","    30591000"
05-Sep-2018,"         169.00","         172.10","         163.05","         166.40","         166.40","        4887","       36761.69","    30217500"
04-Sep-2018,"         182.10","         182.10","         168.60","         170.25","         170.25","        5268","       41183.42","    29632500"
03-Sep-2018,"         183.90","         185.35","         180.50","         181.15","         181.15","        2931","       24177.57","    27657000"
31-Aug-2018,"         184.70","         187.65","         181.40","         183.00","         183.00","        2920","       24191.84","    28219500"
30-Aug-2018,"         187.00","         187.95","         184.40","         185.45","         185.45","        4180","       34920.51","    28026000"
29-Aug-2018,"         185.50","         190.40","         184.25","         186.90","         186.90","        3443","       29140.90","    19557000"
28-Aug-2018,"         182.85","         185.90","         181.85","         185.45","         185.45","        2279","       18869.09","    14121000"
