Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"        1261.05","        1299.50","        1228.20","        1257.80","        1257.80","        5149","       32745.52","     2252000"
24-Sep-2018,"        1301.00","        1338.00","        1261.20","        1272.15","        1272.15","        4120","       26563.20","     2827000"
21-Sep-2018,"        1350.90","        1354.00","        1138.05","        1300.70","        1300.70","        8816","       56981.95","     3265000"
19-Sep-2018,"        1403.75","        1403.75","        1326.00","        1338.85","        1338.85","        5674","       38378.42","     3647000"
18-Sep-2018,"        1365.20","        1416.65","        1362.05","        1387.25","        1387.25","       12448","       86751.48","     3664000"
17-Sep-2018,"        1331.10","        1363.40","        1319.00","        1358.65","        1358.65","        5777","       38909.24","     3930000"
14-Sep-2018,"        1353.80","        1369.80","        1330.40","        1340.50","        1340.50","        4325","       29113.23","     3867500"
12-Sep-2018,"        1366.05","        1366.05","        1313.05","        1347.50","        1347.50","        5980","       39940.76","     3647000"
11-Sep-2018,"        1397.15","        1407.35","        1350.45","        1356.60","        1356.60","        4277","       29360.82","     3400000"
10-Sep-2018,"        1409.65","        1426.00","        1390.95","        1397.05","        1397.05","        3853","       27118.64","     3278000"
07-Sep-2018,"        1411.60","        1427.00","        1402.05","        1415.35","        1415.35","        3907","       27631.18","     3292500"
06-Sep-2018,"        1443.95","        1457.70","        1412.40","        1424.40","        1424.40","        4195","       30064.30","     2994500"
05-Sep-2018,"        1436.00","        1467.15","        1398.15","        1438.80","        1438.80","        6687","       47841.38","     2852000"
04-Sep-2018,"        1528.00","        1529.80","        1442.35","        1451.95","        1451.95","        8663","       63517.75","     2842000"
03-Sep-2018,"        1559.95","        1563.00","        1525.20","        1529.80","        1529.80","        3405","       26322.86","     2747500"
31-Aug-2018,"        1543.40","        1563.70","        1531.05","        1557.25","        1557.25","        3688","       28530.88","     2780500"
30-Aug-2018,"        1547.80","        1571.60","        1534.60","        1537.75","        1537.75","        4907","       38078.72","     2784000"
29-Aug-2018,"        1568.70","        1575.00","        1551.20","        1554.30","        1554.30","        2231","       17404.54","     1803500"
28-Aug-2018,"        1569.95","        1583.00","        1565.00","        1568.50","        1568.50","        2851","       22395.58","     1414500"
