Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"          14.00","          14.35","          12.15","          12.60","          12.60","        1225","        4025.03","    27425000"
24-Sep-2018,"          15.15","          15.15","          13.95","          14.25","          14.25","        1523","        5476.90","    38200000"
21-Sep-2018,"          15.70","          16.20","          14.30","          15.15","          15.15","        1448","        5615.05","    53175000"
19-Sep-2018,"          15.30","          15.75","          15.15","          15.60","          15.60","         527","        2029.99","    56450000"
18-Sep-2018,"          15.65","          16.25","          15.10","          15.25","          15.25","         680","        2644.35","    58575000"
17-Sep-2018,"          15.75","          15.95","          15.60","          15.80","          15.80","         197","         776.78","    57925000"
14-Sep-2018,"          15.65","          16.20","          15.50","          16.05","          16.05","         317","        1259.49","    58425000"
12-Sep-2018,"          15.45","          15.60","          15.05","          15.55","          15.55","         456","        1750.41","    58300000"
11-Sep-2018,"          15.75","          15.90","          15.25","          15.35","          15.35","         407","        1577.58","    60975000"
10-Sep-2018,"          15.75","          15.80","          15.25","          15.65","          15.65","         606","        2360.43","    60500000"
07-Sep-2018,"          16.20","          16.50","          16.00","          16.35","          16.35","         268","        1092.84","    59525000"
06-Sep-2018,"          16.30","          16.50","          15.90","          16.15","          16.15","         329","        1330.30","    59375000"
05-Sep-2018,"          16.45","          16.60","          15.80","          16.20","          16.20","         387","        1563.55","    58025000"
04-Sep-2018,"          17.30","          17.35","          16.35","          16.45","          16.45","         528","        2209.11","    57525000"
03-Sep-2018,"          17.40","          17.80","          17.25","          17.40","          17.40","         478","        2101.15","    58800000"
31-Aug-2018,"          17.20","          17.65","          17.10","          17.45","          17.45","         461","        2003.34","    60550000"
30-Aug-2018,"          17.10","          17.55","          16.85","          17.35","          17.35","        1559","        6701.74","    60475000"
29-Aug-2018,"          16.20","          17.45","          16.20","          17.10","          17.10","        1387","        5879.14","    50525000"
28-Aug-2018,"          16.60","          16.65","          16.10","          16.25","          16.25","         752","        3065.39","    39400000"
