Date," Open"," High"," Low"," Close"," Settle Price"," NO_CONTRACTS"," Turnover(in lacs)"," OI"
25-Sep-2018,"         607.30","         623.90","         604.00","         618.55","         618.55","        3911","       28864.35","     4444800"
24-Sep-2018,"         632.00","         632.00","         602.60","         608.95","         608.95","        3779","       27793.82","     6346800"
21-Sep-2018,"         643.85","         654.50","         595.00","         626.40","         626.40","        4979","       37936.36","     7994400"
19-Sep-2018,"         632.25","         644.75","         632.25","         640.00","         640.00","        2300","       17632.09","     8734800"
18-Sep-2018,"         662.70","         662.70","         630.00","         632.10","         632.10","        3480","       26882.34","     9057600"
17-Sep-2018,"         665.10","         667.85","         653.00","         655.75","         655.75","        2478","       19571.45","     9108000"
14-Sep-2018,"         668.10","         675.90","         660.00","         671.90","         671.90","        3105","       24894.91","     8916000"
12-Sep-2018,"         659.90","         668.60","         650.10","         664.05","         664.05","        2822","       22369.50","     8684400"
11-Sep-2018,"         670.50","         678.90","         652.55","         656.15","         656.15","        3219","       25757.56","     8499600"
10-Sep-2018,"         687.70","         693.75","         665.05","         669.05","         669.05","        3214","       26170.81","     8557200"
07-Sep-2018,"         673.00","         695.85","         665.10","         691.35","         691.35","        4458","       36523.98","     8413200"
06-Sep-2018,"         678.00","         684.50","         665.45","         671.65","         671.65","        4247","       34386.51","     8586000"
05-Sep-2018,"         651.55","         669.50","         641.30","         667.70","         667.70","        3845","       30279.97","     8211600"
04-Sep-2018,"         670.90","         678.60","         650.35","         652.75","         652.75","        3663","       29261.76","     8212800"
03-Sep-2018,"         685.55","         692.90","         670.30","         672.65","         672.65","        3669","       30075.67","     8416800"
31-Aug-2018,"         673.05","         688.20","         673.05","         683.70","         683.70","        4189","       34310.36","     8578800"
30-Aug-2018,"         671.80","         681.45","         665.10","         674.35","         674.35","        4801","       38859.20","     8398800"
29-Aug-2018,"         664.80","         687.90","         664.80","         670.40","         670.40","        6154","       50049.94","     6176400"
28-Aug-2018,"         657.00","         663.75","         650.75","         660.15","         660.15","        2451","       19295.71","     4338000"
