"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","27-Nov-2017","       2688.05","       2688.00","       2695.90","       2662.20","       2683.05","       2685.85","       2678.65","     928393","          2486839610.35","      40042","     725134","         78.11"
"TCS","EQ","28-Nov-2017","       2685.85","       2686.00","       2702.40","       2670.00","       2681.05","       2685.30","       2679.22","     455858","          1221342323.80","      29742","     298928","         65.57"
"TCS","EQ","29-Nov-2017","       2685.30","       2677.50","       2693.00","       2650.00","       2653.65","       2658.15","       2674.70","     723766","          1935855717.70","      41795","     531968","         73.50"
"TCS","EQ","30-Nov-2017","       2658.15","       2653.65","       2666.95","       2623.00","       2635.00","       2637.00","       2641.37","    2149981","          5678900013.45","      86807","    1464976","         68.14"
"TCS","EQ","01-Dec-2017","       2637.00","       2635.00","       2668.00","       2621.50","       2630.00","       2629.95","       2647.75","     515572","          1365104150.75","      37693","     285458","         55.37"
"TCS","EQ","04-Dec-2017","       2629.95","       2622.00","       2658.50","       2602.95","       2630.00","       2632.35","       2629.84","     629552","          1655623148.70","      37609","     342423","         54.39"
"TCS","EQ","05-Dec-2017","       2632.35","       2631.00","       2651.70","       2628.15","       2633.00","       2635.55","       2641.13","     583957","          1542308264.40","      33907","     386120","         66.12"
"TCS","EQ","06-Dec-2017","       2635.55","       2636.00","       2645.00","       2612.85","       2635.00","       2633.30","       2627.47","     703759","          1849107519.60","      61422","     534381","         75.93"
"TCS","EQ","07-Dec-2017","       2633.30","       2632.30","       2645.95","       2615.00","       2617.95","       2617.25","       2623.62","     663150","          1739856624.75","      52980","     503427","         75.91"
"TCS","EQ","08-Dec-2017","       2617.25","       2618.00","       2645.00","       2597.00","       2600.00","       2601.50","       2621.69","     692774","          1816237017.45","      67356","     443099","         63.96"
"TCS","EQ","11-Dec-2017","       2601.50","       2608.35","       2672.65","       2608.35","       2670.00","       2661.10","       2635.45","     504001","          1328268598.35","      47999","     298309","         59.19"
"TCS","EQ","12-Dec-2017","       2661.10","       2661.00","       2662.00","       2607.40","       2609.55","       2612.15","       2624.14","     941123","          2469638199.80","      57531","     622120","         66.10"
"TCS","EQ","13-Dec-2017","       2612.15","       2611.40","       2651.45","       2601.00","       2633.50","       2628.40","       2632.07","    1480729","          3897385719.95","      48513","    1169964","         79.01"
"TCS","EQ","14-Dec-2017","       2628.40","       2632.00","       2632.00","       2531.10","       2558.20","       2557.80","       2558.80","    2752075","          7041999539.30","     118270","    1987921","         72.23"
"TCS","EQ","15-Dec-2017","       2557.80","       2563.75","       2584.45","       2536.85","       2543.95","       2545.60","       2552.92","    1359069","          3469591950.60","      97835","     934401","         68.75"
"TCS","EQ","18-Dec-2017","       2545.60","       2537.00","       2588.95","       2494.35","       2576.60","       2580.50","       2548.56","    1090332","          2778774407.90","      71724","     588034","         53.93"
"TCS","EQ","19-Dec-2017","       2580.50","       2576.00","       2597.80","       2564.70","       2577.40","       2575.30","       2583.18","     900976","          2327386545.00","      76762","     633455","         70.31"
"TCS","EQ","20-Dec-2017","       2575.30","       2582.00","       2592.75","       2550.65","       2592.00","       2588.95","       2573.60","     788785","          2030019887.05","      68386","     530550","         67.26"
"TCS","EQ","21-Dec-2017","       2588.95","       2587.00","       2608.00","       2580.05","       2582.10","       2595.70","       2595.09","     646824","          1678569250.70","      40095","     439879","         68.01"
"TCS","EQ","22-Dec-2017","       2595.70","       2604.00","       2663.90","       2590.20","       2640.00","       2646.75","       2636.33","    1832832","          4831948536.40","      85852","     757097","         41.31"
"TCS","EQ","26-Dec-2017","       2646.75","       2686.00","       2689.75","       2631.60","       2650.35","       2649.45","       2653.61","    1087893","          2886838516.30","      52053","     517570","         47.58"
"TCS","EQ","27-Dec-2017","       2649.45","       2649.45","       2658.50","       2610.50","       2617.00","       2619.90","       2632.21","     369642","           972974332.20","      20483","     142233","         38.48"
"TCS","EQ","28-Dec-2017","       2619.90","       2608.80","       2653.50","       2605.65","       2631.00","       2626.95","       2630.44","    1302544","          3426257490.45","      47992","     885214","         67.96"
"TCS","EQ","29-Dec-2017","       2626.95","       2623.10","       2708.90","       2618.55","       2700.00","       2701.20","       2677.92","    1304771","          3494069339.55","      51608","     757663","         58.07"
"TCS","EQ","01-Jan-2018","       2701.20","       2682.30","       2694.80","       2635.00","       2650.00","       2645.60","       2654.94","     675880","          1794417716.90","      19464","     330691","         48.93"
"TCS","EQ","02-Jan-2018","       2645.60","       2660.00","       2669.60","       2620.20","       2631.00","       2631.20","       2641.06","     960145","          2535800011.00","      46813","     555820","         57.89"
"TCS","EQ","03-Jan-2018","       2631.20","       2632.00","       2669.00","       2631.20","       2639.00","       2638.65","       2649.21","     628560","          1665185619.40","      32104","     361072","         57.44"
"TCS","EQ","04-Jan-2018","       2638.65","       2650.00","       2662.00","       2640.00","       2650.00","       2657.10","       2649.94","     456541","          1209807238.40","      32647","     264561","         57.95"
"TCS","EQ","05-Jan-2018","       2657.10","       2650.00","       2699.50","       2650.00","       2695.00","       2689.20","       2684.95","     576853","          1548821282.25","      30836","     318083","         55.14"
"TCS","EQ","08-Jan-2018","       2689.20","       2700.00","       2726.85","       2681.85","       2708.80","       2714.40","       2709.74","     621110","          1683046447.75","      43815","     345599","         55.64"
"TCS","EQ","09-Jan-2018","       2714.40","       2715.00","       2721.00","       2676.55","       2708.95","       2709.00","       2703.56","    1074698","          2905511380.05","      47403","     612650","         57.01"
"TCS","EQ","10-Jan-2018","       2709.00","       2711.00","       2816.00","       2694.65","       2803.00","       2806.60","       2763.30","    1682925","          4650423556.80","      70764","     699460","         41.56"
"TCS","EQ","11-Jan-2018","       2806.60","       2810.00","       2821.90","       2782.20","       2792.50","       2790.50","       2796.58","    1260524","          3525161028.50","      71604","     578244","         45.87"
"TCS","EQ","12-Jan-2018","       2790.50","       2805.00","       2805.00","       2740.55","       2769.90","       2776.35","       2764.28","    1680157","          4644422667.90","      90884","     472438","         28.12"
"TCS","EQ","15-Jan-2018","       2776.35","       2777.15","       2808.00","       2735.05","       2737.40","       2746.10","       2768.32","     728607","          2017014657.00","      49926","     394675","         54.17"
"TCS","EQ","16-Jan-2018","       2746.10","       2756.00","       2861.65","       2750.55","       2860.00","       2850.85","       2834.50","    2133876","          6048464571.50","      85776","     639155","         29.95"
"TCS","EQ","17-Jan-2018","       2850.85","       2870.00","       2925.00","       2862.15","       2895.00","       2888.95","       2900.36","    2140403","          6207945519.55","      94873","     965845","         45.12"
"TCS","EQ","18-Jan-2018","       2888.95","       2897.00","       2933.00","       2868.05","       2926.55","       2918.20","       2896.35","    1104739","          3199711974.10","      51786","     568379","         51.45"
"TCS","EQ","19-Jan-2018","       2918.20","       2930.55","       2982.00","       2903.65","       2974.85","       2959.30","       2930.77","     910000","          2667000913.10","      44039","     436952","         48.02"
"TCS","EQ","22-Jan-2018","       2959.30","       2961.00","       3134.70","       2922.00","       3090.00","       3116.40","       3052.16","    2183555","          6664565989.30","      97757","     663651","         30.39"
"TCS","EQ","23-Jan-2018","       3116.40","       3114.95","       3142.35","       3090.05","       3097.90","       3102.00","       3112.03","    1619805","          5040878629.55","      68887","     705309","         43.54"
"TCS","EQ","24-Jan-2018","       3102.00","       3090.00","       3259.05","       3082.65","       3174.95","       3174.60","       3189.59","    2810769","          8965187783.20","     111512","     862385","         30.68"
"TCS","EQ","25-Jan-2018","       3174.60","       3175.00","       3179.80","       3081.00","       3133.00","       3121.05","       3123.06","    1916922","          5986662027.05","      72537","     925615","         48.29"
"TCS","EQ","29-Jan-2018","       3121.05","       3131.40","       3225.00","       3122.00","       3199.25","       3198.85","       3196.14","    1570530","          5019638549.60","      94269","     832172","         52.99"
"TCS","EQ","30-Jan-2018","       3198.85","       3180.00","       3203.80","       3143.70","       3152.15","       3152.85","       3166.46","     787379","          2493202689.95","      45149","     384193","         48.79"
"TCS","EQ","31-Jan-2018","       3152.85","       3137.00","       3150.00","       3098.60","       3111.15","       3112.35","       3119.14","    1521607","          4746105492.10","      92438","     978756","         64.32"
"TCS","EQ","01-Feb-2018","       3112.35","       3124.00","       3190.00","       3088.80","       3150.00","       3138.60","       3146.24","    1200315","          3776473823.35","      66084","     310672","         25.88"
"TCS","EQ","02-Feb-2018","       3138.60","       3120.00","       3190.00","       3103.45","       3153.00","       3153.65","       3167.25","    1228245","          3890162746.10","      52829","     586030","         47.71"
"TCS","EQ","05-Feb-2018","       3153.65","       3110.00","       3188.00","       3076.85","       3110.00","       3103.20","       3118.75","    1378871","          4300356206.70","      75866","     655249","         47.52"
"TCS","EQ","06-Feb-2018","       3103.20","       3010.00","       3077.15","       2985.00","       3000.00","       2997.25","       3020.91","    1328653","          4013743636.45","      53630","     728147","         54.80"
"TCS","EQ","07-Feb-2018","       2997.25","       3027.00","       3031.00","       2947.45","       2959.00","       2955.05","       2975.26","    1090162","          3243512073.40","      55520","     506385","         46.45"
"TCS","EQ","08-Feb-2018","       2955.05","       2979.75","       3027.60","       2959.00","       2966.20","       2974.20","       3000.15","    1377502","          4132716046.70","      63513","     601956","         43.70"
"TCS","EQ","09-Feb-2018","       2974.20","       2950.00","       2994.00","       2896.65","       2978.30","       2971.70","       2940.40","    1051229","          3091037411.75","      71919","     421771","         40.12"
"TCS","EQ","12-Feb-2018","       2971.70","       2978.30","       3023.35","       2955.55","       2960.15","       2967.30","       2981.33","     987281","          2943408236.55","      49385","     512025","         51.86"
"TCS","EQ","14-Feb-2018","       2967.30","       2970.00","       2974.45","       2892.50","       2900.00","       2911.80","       2939.65","    1423766","          4185366948.80","      81932","     880898","         61.87"
"TCS","EQ","15-Feb-2018","       2911.80","       2931.95","       2943.00","       2905.10","       2922.00","       2925.85","       2925.44","    1232618","          3605953705.80","      42920","     702569","         57.00"
"TCS","EQ","16-Feb-2018","       2925.85","       2923.00","       2999.60","       2923.00","       2931.00","       2933.05","       2965.52","    1257878","          3730256378.25","      52987","     425282","         33.81"
"TCS","EQ","19-Feb-2018","       2933.05","       2945.00","       2953.30","       2895.20","       2923.65","       2923.60","       2928.10","     784112","          2295955130.95","      37241","     332759","         42.44"
"TCS","EQ","20-Feb-2018","       2923.60","       2928.00","       2985.05","       2927.90","       2943.00","       2944.75","       2959.27","     944534","          2795126450.60","      60862","     401169","         42.47"
"TCS","EQ","21-Feb-2018","       2944.75","       2974.00","       3062.60","       2960.05","       3042.35","       3042.30","       3016.25","    1544614","          4658937571.85","      96721","     673804","         43.62"
"TCS","EQ","22-Feb-2018","       3042.30","       3052.00","       3079.00","       3022.50","       3040.05","       3050.20","       3047.84","    1731505","          5277341721.25","      83526","     796578","         46.00"
"TCS","EQ","23-Feb-2018","       3050.20","       3050.00","       3089.00","       2992.10","       3078.00","       3075.80","       3044.72","    1681250","          5118935937.45","      86645","     706762","         42.04"
"TCS","EQ","26-Feb-2018","       3075.80","       3075.00","       3089.95","       3021.20","       3025.60","       3031.70","       3044.10","     681941","          2075893518.85","      45004","     292334","         42.87"
"TCS","EQ","27-Feb-2018","       3031.70","       3041.00","       3078.55","       3032.00","       3042.00","       3042.35","       3054.42","     858900","          2623442712.90","      49207","     299428","         34.86"
"TCS","EQ","28-Feb-2018","       3042.35","       3035.00","       3063.95","       3021.45","       3033.40","       3035.05","       3040.16","    1353432","          4114652090.60","      80437","     861558","         63.66"
"TCS","EQ","01-Mar-2018","       3035.05","       3049.00","       3061.20","       3020.00","       3033.00","       3037.70","       3042.25","     859062","          2613481022.10","      77493","     522085","         60.77"
"TCS","EQ","05-Mar-2018","       3037.70","       3049.00","       3113.65","       3032.95","       3103.00","       3105.85","       3075.76","    1429084","          4395522746.95","      81638","     785748","         54.98"
"TCS","EQ","06-Mar-2018","       3105.85","       3122.00","       3127.00","       3030.15","       3041.00","       3042.80","       3087.33","     953382","          2943402642.60","      60270","     469034","         49.20"
"TCS","EQ","07-Mar-2018","       3042.80","       3070.00","       3089.00","       3018.50","       3028.70","       3027.45","       3045.28","     958886","          2920078406.60","      54736","     437656","         45.64"
"TCS","EQ","08-Mar-2018","       3027.45","       3054.90","       3054.90","       2987.50","       3001.85","       3003.95","       3017.60","     975913","          2944917233.45","      43364","     655914","         67.21"
"TCS","EQ","09-Mar-2018","       3003.95","       3005.00","       3063.20","       2977.20","       3035.00","       3034.10","       3030.68","     936218","          2837381323.25","      53978","     310682","         33.18"
"TCS","EQ","12-Mar-2018","       3034.10","       3043.00","       3083.90","       3035.50","       3046.95","       3052.15","       3060.88","    1045670","          3200669042.95","      46166","     492433","         47.09"
"TCS","EQ","13-Mar-2018","       3052.15","       2924.90","       2939.70","       2872.00","       2886.10","       2886.80","       2880.44","   44033577","        126836155551.95","     216131","   31556256","         71.66"
"TCS","EQ","14-Mar-2018","       2886.80","       2892.95","       2923.05","       2875.05","       2887.85","       2886.90","       2899.62","    1834334","          5318879502.80","      75794","     797351","         43.47"
"TCS","EQ","15-Mar-2018","       2886.90","       2895.00","       2902.55","       2855.60","       2867.00","       2869.70","       2876.92","    1174453","          3378809879.50","      53254","     440516","         37.51"
"TCS","EQ","16-Mar-2018","       2869.70","       2868.80","       2872.00","       2805.00","       2828.00","       2825.70","       2834.32","    3598741","         10199978559.75","     151066","    2487922","         69.13"
"TCS","EQ","19-Mar-2018","       2825.70","       2829.00","       2848.00","       2820.00","       2828.75","       2831.00","       2832.48","    1744970","          4942594052.45","      93179","    1297258","         74.34"
"TCS","EQ","20-Mar-2018","       2831.00","       2820.00","       2873.20","       2819.00","       2870.00","       2864.85","       2852.27","    2012492","          5740162500.35","      79442","    1433569","         71.23"
"TCS","EQ","21-Mar-2018","       2864.85","       2872.50","       2884.30","       2850.00","       2856.10","       2856.75","       2865.76","    1953839","          5599239431.20","      88110","    1528562","         78.23"
"TCS","EQ","22-Mar-2018","       2856.75","       2859.95","       2875.95","       2822.55","       2824.00","       2831.35","       2843.57","    1163047","          3307211011.70","      72687","     876317","         75.35"
"TCS","EQ","23-Mar-2018","       2831.35","       2802.00","       2834.10","       2798.05","       2809.20","       2818.15","       2816.79","    1827061","          5146438888.60","      77575","    1259843","         68.95"
"TCS","EQ","26-Mar-2018","       2818.15","       2819.00","       2827.40","       2781.55","       2817.00","       2817.00","       2812.33","    1482105","          4168164807.60","      76911","    1046954","         70.64"
"TCS","EQ","27-Mar-2018","       2817.00","       2825.00","       2863.00","       2823.05","       2843.80","       2847.70","       2845.60","    1247287","          3549278192.60","     101404","     867902","         69.58"
"TCS","EQ","28-Mar-2018","       2847.70","       2835.90","       2875.00","       2825.00","       2849.35","       2849.15","       2854.33","    3432827","          9798420780.50","     127771","    2654970","         77.34"
"TCS","EQ","02-Apr-2018","       2849.15","       2840.00","       2914.00","       2840.00","       2903.00","       2909.65","       2888.94","     831494","          2402139242.20","      67851","     428437","         51.53"
"TCS","EQ","03-Apr-2018","       2909.65","       2892.10","       2929.90","       2892.10","       2908.40","       2911.25","       2907.92","     968645","          2816742760.65","      49338","     665363","         68.69"
"TCS","EQ","04-Apr-2018","       2911.25","       2929.45","       2934.00","       2892.00","       2906.90","       2910.90","       2914.91","    1420910","          4141824122.70","      73678","    1068225","         75.18"
"TCS","EQ","05-Apr-2018","       2910.90","       2926.55","       2963.75","       2920.35","       2954.10","       2957.95","       2949.56","     904712","          2668499201.95","      50519","     619923","         68.52"
"TCS","EQ","06-Apr-2018","       2957.95","       2954.00","       2960.00","       2926.55","       2939.70","       2950.30","       2943.69","     564509","          1661739852.00","      35618","     327149","         57.95"
"TCS","EQ","09-Apr-2018","       2950.30","       2939.70","       2963.50","       2915.00","       2925.05","       2923.90","       2936.88","     617933","          1814796241.20","      61304","     377241","         61.05"
"TCS","EQ","10-Apr-2018","       2923.90","       2925.70","       2957.25","       2925.70","       2933.40","       2937.60","       2943.58","     592266","          1743380856.55","      56834","     369579","         62.40"
"TCS","EQ","11-Apr-2018","       2937.60","       2950.60","       3025.00","       2945.60","       3010.00","       3014.15","       2987.68","    1562208","          4667384473.90","      79572","     982143","         62.87"
"TCS","EQ","12-Apr-2018","       3014.15","       3010.00","       3150.00","       3007.95","       3136.00","       3139.25","       3116.29","    3057180","          9527046571.40","     138550","    1663392","         54.41"
"TCS","EQ","13-Apr-2018","       3139.25","       3150.00","       3240.80","       3132.10","       3145.50","       3153.30","       3181.37","    4089559","         13010404291.35","     147501","    2142872","         52.40"
